CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;JustificacionInadmisibilidad;ProveedorSeleccionado;EstadoPorComprador;IDOrdenCompra;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;Descripcion;IDCotizacion;CodigoSucursalEmpresa;CodigoEmpresa;Activo;TotalProductosCotizados
1057532-928-COT25;77.617.713-K;SURVEN SPA;1;2;;1;3;54023601;2025-12-15T15:56:09.740Z;2026-01-14T15:46:57Z;124000;23560;0;147560;IVA;19;PLAZO DE ENTREGA 01 DIA HABIL EN Av. Manuel Rodriguez #759, Osorno, CONTACTO DANIEL FONO 642-270654;PLAZO DE ENTREGA 01 DIA HABIL EN Av. Manuel Rodriguez #759, Osorno, CONTACTO DANIEL FONO 642-270654;570682681;1252503;1838593;1;3
1057532-928-COT25;77.807.565-2;SERVICIOS TURISTICOS SPA;1;2;;0;;;2025-12-15T21:48:17.110Z;2026-01-14T21:41:37Z;155400;29526;0;184926;IVA;19;Se cotiza según archivo adjunto Contacto Juan Carlos Reckmann V 992591995;Se cotiza según archivo adjunto Contacto Juan Carlos Reckmann V 992591995;570689112;1367875;1952026;;3
1057532-924-COT25;76.863.035-6;KALIDENT LIMITADA;1;3;El producto o servicio ofertado no cumple con las especificaciones solicitadas.;0;;;2025-12-12T13:28:25.427Z;2025-12-23T13:10:07Z;2836860;539003;0;3375863;IVA;19;SOLICITAR COTIZACION AL MAIL--FICHA TECNICAS ADJUNTAS.- FLETE INCLUIDO POR COMPRAS SOBRE $50.000 NETO.- -VIGENCIA DE COTIZACION 7 DIAS -DESPACHO 1 A 3 DIAS FORMA DE PAGO 30 DIAS-VENC.+14 MESES-CONTACTO: KALIDENTLIMITADA@GMAIL.COM +56232405504;SOLICITAR COTIZACION AL MAIL--FICHA TECNICAS ADJUNTAS.- FLETE INCLUIDO POR COMPRAS SOBRE $50.000 NETO.- -VIGENCIA DE COTIZACION 7 DIAS -DESPACHO 1 A 3 DIAS FORMA DE PAGO 30 DIAS-VENC.+14 MESES-CONTACTO: KALIDENTLIMITADA@GMAIL.COM +56232405504;570649986;1425914;2007827;;1
1057532-924-COT25;77.945.971-3;GRUPO MEDENT SPA;1;3;El producto o servicio ofertado no cumple con las especificaciones solicitadas.;0;;;2025-12-12T11:37:34.890Z;2026-01-11T11:36:42Z;2873230;545914;0;3419144;IVA;19;SE OFERTA LO SOLICITADO, VALOR DE DESPACHO INCLUIDO, PLAZO DE ENTREGA 2 DÍAS HÁBILES, SE ADJUNTA FICHA TÉCNICA E IMÁGEN DEL PRODUCTO. VENCIMIENTO SUPERIOR A 12 MESES. DUDAS A ventas2@medidentplus.com O +56 9 82398957 VENDEDOR GUIDO PINTO;SE OFERTA LO SOLICITADO, VALOR DE DESPACHO INCLUIDO, PLAZO DE ENTREGA 2 DÍAS HÁBILES, SE ADJUNTA FICHA TÉCNICA E IMÁGEN DEL PRODUCTO. VENCIMIENTO SUPERIOR A 12 MESES. DUDAS A ventas2@medidentplus.com O +56 9 82398957 VENDEDOR GUIDO PINTO;570646267;1404822;1987170;;1
1057532-924-COT25;17.408.087-9;TOMAS ECHAVARRIA SCHAFER;1;2;;1;1;54023105;2025-12-12T11:20:04.813Z;2026-01-11T11:13:59Z;2909600;552824;0;3462424;IVA;19;Se adjunta cotización solicitada.  Contacto +569 93228082 / techavarrias@gmail.com 2 días de plazo de entrega a partir de la OC. Sin costo de despacho.;Se adjunta cotización solicitada.  Contacto +569 93228082 / techavarrias@gmail.com 2 días de plazo de entrega a partir de la OC. Sin costo de despacho.;570645515;1443589;2025206;1;1
1057532-924-COT25;78.087.954-8;AMSODENT MEDICAL SPA;1;3;El producto o servicio ofertado no cumple con las especificaciones solicitadas.;0;;;2025-12-12T10:54:58.960Z;2026-01-11T15:45:58Z;3273300;621927;0;3895227;IVA;19;DESPACHO INCLUIDO EN LA COTIZACIÓN. CONTACTO VENTAS AMSODENT +569 9213 3733, ventas@amsodentmedical.cl. ENTREGA 1 a 3 DÍAS HÁBILES.;DESPACHO INCLUIDO EN LA COTIZACIÓN. CONTACTO VENTAS AMSODENT +569 9213 3733, ventas@amsodentmedical.cl. ENTREGA 1 a 3 DÍAS HÁBILES.;570644534;1440647;2022323;;1
1057532-924-COT25;77.371.920-9;CLAN DENT COMERCIALIZADORA LIMITADA;1;3;El producto o servicio ofertado no cumple con las especificaciones solicitadas.;0;;;2025-12-12T14:30:16.770Z;2026-01-11T03:00:00Z;3596993;683429;0;4280422;IVA;19;Pasta Oral B Mickey de 50 gr, 1100 PPM Fluor, único formato disponible. OFERTA CLANDENT LTDA. DESPACHO 4 DÍAS HÁBILES, MINIMO $100.000. CONTACTO: Elizabeth Peñaloza, elizabeth.penaloza@clandent.cl, +569 92687253. FLETE INCLUIDO.F/VENC SUP 12 MESES;Pasta Oral B Mickey de 50 gr, 1100 PPM Fluor, único formato disponible. OFERTA CLANDENT LTDA. DESPACHO 4 DÍAS HÁBILES, MINIMO $100.000. CONTACTO: Elizabeth Peñaloza, elizabeth.penaloza@clandent.cl, +569 92687253. FLETE INCLUIDO.F/VENC SUP 12 MESES;570651747;18261;18979;;1
1057532-924-COT25;78.028.927-9;GLOBAL VENTAS Y SERVICIOS SPA;1;3;El producto o servicio ofertado no cumple con las especificaciones solicitadas.;0;;;2025-12-12T14:57:26.027Z;2026-01-11T14:56:50Z;3618815;687575;0;4306390;IVA;19;Se adjunta cotización junto con las fichas técnicas, Plazo de entrega es de 2 días. Mayor información, puede comunicarse con Julio Fajardo al correo electrónico j.fajardo@global-ventas.com o al teléfono +56 9 5349 3841.;Se adjunta cotización junto con las fichas técnicas, Plazo de entrega es de 2 días. Mayor información, puede comunicarse con Julio Fajardo al correo electrónico j.fajardo@global-ventas.com o al teléfono +56 9 5349 3841.;570652567;1407637;1988947;;1
1057532-924-COT25;77.908.543-0;MEDXION SPA;1;3;El valor ofertado sobrepasa el monto máximo disponible para la compra.;0;;;2025-12-12T15:20:47.117Z;2026-01-11T14:07:54Z;3666096;696558;0;4362654;IVA;19;Suministros médicos originales garantizados. Entrega completa en (2) DÍAS CORRIDOS. Despacho incluido. Se adjunta cotización formal con detalle técnico. Contacto:: +56 9 8711 4386 postventa@medxion.cl;Suministros médicos originales garantizados. Entrega completa en (2) DÍAS CORRIDOS. Despacho incluido. Se adjunta cotización formal con detalle técnico. Contacto:: +56 9 8711 4386 postventa@medxion.cl;570653173;1355420;1939714;;1
1057532-924-COT25;77.660.833-5;INGENIERÍA , SERVICIOS Y ABASTECIMIENTO ISEVEN LIMITADA;1;3;El valor ofertado sobrepasa el monto máximo disponible para la compra.;0;;;2025-12-12T08:49:44.460Z;2026-01-11T08:49:25Z;3691555;701395;0;4392950;IVA;19;Contáctanos al +56984874329 o al correo proyectos@isevenchile.cl;Contáctanos al +56984874329 o al correo proyectos@isevenchile.cl;570640334;1264522;1850423;;1
