CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;JustificacionInadmisibilidad;ProveedorSeleccionado;EstadoPorComprador;IDOrdenCompra;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;Descripcion;IDCotizacion;CodigoSucursalEmpresa;CodigoEmpresa;Activo;TotalProductosCotizados
1057532-195-COT26;76.955.038-0;IMPORTADORA Y COMERCIALIZADORA FERVET ON LINE LIMITADA;1;2;;1;;;2026-05-15T17:33:15.867Z;2026-06-14T17:25:37Z;271364;51559;15364;322923;IVA;19;Entrega en 7 días hábiles. Monto total final en adjunto.;Entrega en 7 días hábiles. Monto total final en adjunto.;573348053;1073023;1664623;;3
1057532-195-COT26;78.151.009-2;INVERSIONES SAPUNAR GONZALEZ SPA;1;2;;0;;;2026-05-15T15:17:10.260Z;2026-06-14T15:15:31Z;461100;87609;0;548709;IVA;19;Entregamos dentro de 2 a 5 días hábiles ventas.gsinversiones@gmail.com Whatsapp: +569 4968 8294, no dude en llamarnos.;Entregamos dentro de 2 a 5 días hábiles ventas.gsinversiones@gmail.com Whatsapp: +569 4968 8294, no dude en llamarnos.;573343931;1487946;2067743;;3
1057532-195-COT26;77.593.236-8;SOMETHINGS ING SPA;1;2;;0;;;2026-05-17T16:41:41.763Z;2026-06-16T16:39:21Z;719300;136667;0;855967;IVA;19;Se cotiza según lo requerido, con entrega incluída de hasta 6 A 9 dias post O.C. para mayor informacion contactarse al whatsapp +56966229136;Se cotiza según lo requerido, con entrega incluída de hasta 6 A 9 dias post O.C. para mayor informacion contactarse al whatsapp +56966229136;573358462;1239044;1825305;;3
1057532-178-COT26;77.348.275-6;BS SEGURIDAD INDUSTRIAL SPA;1;2;;1;;;2026-05-13T10:40:15.263Z;2026-06-12T10:39:07Z;168234;31964;0;200198;IVA;19;DESPACHAMOS POR STARKEN. ENVIO DE 1 A 3 DIAS HABILES. ENTREGA GRATIS. SE ADJUNTA COTIZACION FORMAL Y FICHAS TECNICAS. CONTACTO: MICHELLE SALAZAR. + 56 9 2026 2877 msalazar@bsseguridad.cl.;DESPACHAMOS POR STARKEN. ENVIO DE 1 A 3 DIAS HABILES. ENTREGA GRATIS. SE ADJUNTA COTIZACION FORMAL Y FICHAS TECNICAS. CONTACTO: MICHELLE SALAZAR. + 56 9 2026 2877 msalazar@bsseguridad.cl.;573274301;1276444;1862052;;3
1057532-178-COT26;10.344.931-6;CARLOS ALBERTO BUSTAMANTE CALVO;1;2;;0;;;2026-05-12T22:46:13.340Z;2026-06-11T22:42:32Z;207820;39486;10000;247306;IVA;19;Entrega 5 dias, contacto Carlos Bustamante 992496860 carlos.cbustam@gmail.com;Entrega 5 dias, contacto Carlos Bustamante 992496860 carlos.cbustam@gmail.com;573266473;1162369;1751412;;3
1057532-178-COT26;76.286.670-6;PRONOMED SPA;1;2;;0;;;2026-05-13T10:32:12.247Z;2026-06-12T04:00:00Z;216014;41043;0;257057;IVA;19;CLEAN HANDS® GUANTES NITRILO USO ALTO RIESGO LARGO 40CM. SIN POLVO. CAJA 50 UNID. 25 PARES / ENTREGA EN 2 DÍAS / DESPACHO INCLUIDO / VIGENCIA SUPERIOR A 18 MESES.;CLEAN HANDS® GUANTES NITRILO USO ALTO RIESGO LARGO 40CM. SIN POLVO. CAJA 50 UNID. 25 PARES / ENTREGA EN 2 DÍAS / DESPACHO INCLUIDO / VIGENCIA SUPERIOR A 18 MESES.;573273970;145045;141927;;3
1057532-178-COT26;77.900.394-9;COMERCIAL INDUSWORK SPA;1;2;;0;;;2026-05-13T14:26:33.003Z;2026-06-12T14:18:08Z;271180;51524;15000;322704;IVA;19;DESPACHO DESDE SANTIAGO EN 5 DIAS HABILES UNA VEZ ACEPTADA LA ORDEN DE COMPRA, NICOLAS CALDERON +56997467900 NCALDERON.INDUSWORK@GMAIL.COM 1057532-178-COT26;DESPACHO DESDE SANTIAGO EN 5 DIAS HABILES UNA VEZ ACEPTADA LA ORDEN DE COMPRA, NICOLAS CALDERON +56997467900 NCALDERON.INDUSWORK@GMAIL.COM 1057532-178-COT26;573283615;1352311;1936647;;3
1057532-178-COT26;76.403.662-k;COMERCIAL MSM LIMITADA;1;2;;0;;;2026-05-13T14:27:26.850Z;2026-06-12T13:32:22Z;285456;54237;0;339693;IVA;19;Cualquier duda o consulta contactarse al +56 9 7696 0923 (Whatsapp y llamadas).  Plazo de entrega 8 días hábiles, cotización contempla despacho a domicilio sin recargos por flete.;Cualquier duda o consulta contactarse al +56 9 7696 0923 (Whatsapp y llamadas).  Plazo de entrega 8 días hábiles, cotización contempla despacho a domicilio sin recargos por flete.;573283648;822860;1419384;;3
1057532-184-COT26;96.944.900-5;COMERCIALIZADORA ISI SPA;1;3;Se realizara un nuevo llamado por modificación en especificacions según lo indicado por requirente.;0;;;2026-05-13T12:41:55.453Z;2026-06-12T12:42:06Z;200000;38000;0;238000;IVA;19;Adjunto anexos, cotizacion y foto referencia Somos fabricantes;Adjunto anexos, cotizacion y foto referencia Somos fabricantes;573279781;56707;55281;;1
1057532-184-COT26;65.130.162-9;CORPORACION EDUCACIONAL NALVARI;1;3;El producto o servicio ofertado no cumple con las especificaciones solicitadas.;0;;;2026-05-14T08:48:13.910Z;2026-06-13T08:48:34Z;250000;0;0;250000;Exento;0;Adjuntamos propuesta para esta CA. Quedamos atentos a cualquier consulta. Saludos cordiales, Corporacion Educacional Nalvari, RUT 65.130.162-9.;Adjuntamos propuesta para esta CA. Quedamos atentos a cualquier consulta. Saludos cordiales, Corporacion Educacional Nalvari, RUT 65.130.162-9.;573300165;1363887;1948087;;1
