CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;JustificacionInadmisibilidad;ProveedorSeleccionado;EstadoPorComprador;IDOrdenCompra;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;Descripcion;IDCotizacion;CodigoSucursalEmpresa;CodigoEmpresa;Activo;TotalProductosCotizados
1057532-859-COT25;76.372.240-6;IMPORTADORA SENDAI SPA;1;2;;1;1;53829750;2025-11-12T10:54:18.860Z;2025-12-12T10:47:29Z;765240;145396;0;910636;IVA;19;SE OFERTA EL PRODUCTO REQUERIDO, SE ADJUNTA FICHA TECNICA Y COTIZACION FORMAL Matias Espinoza Licitaciones@proimeq.cl 979254920;SE OFERTA EL PRODUCTO REQUERIDO, SE ADJUNTA FICHA TECNICA Y COTIZACION FORMAL Matias Espinoza Licitaciones@proimeq.cl 979254920;570046558;203583;199445;1;1
1057532-859-COT25;76.276.399-0;COMERCIAL ROIAN STORE SPA;1;2;;0;;;2025-11-12T13:45:41.303Z;2025-12-12T13:37:00Z;779600;148124;0;927724;IVA;19;SE ADJUNTA COTIZACIÓN Y FICHA TÉCNICA. GARANTÍA: 1 AÑO POR DEFECTOS DE FÁBRICA, PRODUCTOS EN STOCK PARA DESPACHO EN 5 DÍAS. CONTACTO: RENÉ HERNÁNDEZ. Email: mercadopublicoroianstore@gmail.com - WhatsApp: +56993757346 PARA CONSULTAS.;SE ADJUNTA COTIZACIÓN Y FICHA TÉCNICA. GARANTÍA: 1 AÑO POR DEFECTOS DE FÁBRICA, PRODUCTOS EN STOCK PARA DESPACHO EN 5 DÍAS. CONTACTO: RENÉ HERNÁNDEZ. Email: mercadopublicoroianstore@gmail.com - WhatsApp: +56993757346 PARA CONSULTAS.;570053850;773059;1371018;;1
1057532-859-COT25;77.222.755-8;IMPORTADORA MEDIM LIMITADA;1;2;;0;;;2025-11-12T20:51:55.397Z;2025-12-12T20:49:46Z;1096000;208240;0;1304240;IVA;19;Tiempo de entrega de 2 a 4 días corridos Despacho incluido  Garantía de 6 meses  Contacto Luis Ramirez Phone +56 9 5499 8271 Somos Representantes directos de la marca. Certificado de calibración de fabrica con vigencia superior a 1 año.;Tiempo de entrega de 2 a 4 días corridos Despacho incluido  Garantía de 6 meses  Contacto Luis Ramirez Phone +56 9 5499 8271 Somos Representantes directos de la marca. Certificado de calibración de fabrica con vigencia superior a 1 año.;570065954;1180457;1769072;;1
1057532-859-COT25;79.774.490-5;SERVICIO ELECTROMEDICINA LIMITADA;1;2;;0;;;2025-11-12T11:15:47.047Z;2025-12-12T11:09:34Z;1180000;224200;12000;1404200;IVA;19;TERMOGRADO MARCA ELITECH MODELO RC5+TE CON SONDA, SE ADJUNTA FICHA TECNICA, GARANTIA UN AÑO, CALIBRACION DE FABRICA HASTA AÑO 2027, DESPACHO UN DIA;TERMOGRADO MARCA ELITECH MODELO RC5+TE CON SONDA, SE ADJUNTA FICHA TECNICA, GARANTIA UN AÑO, CALIBRACION DE FABRICA HASTA AÑO 2027, DESPACHO UN DIA;570047408;35555;35194;;1
1057532-859-COT25;77.222.755-8;IMPORTADORA MEDIM LIMITADA;1;2;;0;;;2025-11-12T20:47:17.957Z;2025-12-12T20:38:34Z;1800000;342000;0;2142000;IVA;19;Tiempo de entrega de 2 a 4 días corridos Despacho incluido  Garantía de 12 meses  Contacto Luis Ramirez Phone +56 9 5499 8271 Somos Representantes directos de la marca. Certificado de calibración de fabrica con vigencia superior a 1 año.;Tiempo de entrega de 2 a 4 días corridos Despacho incluido  Garantía de 12 meses  Contacto Luis Ramirez Phone +56 9 5499 8271 Somos Representantes directos de la marca. Certificado de calibración de fabrica con vigencia superior a 1 año.;570065896;1180457;1769072;;1
1057532-859-COT25;77.032.458-0;GRUPO GRAFENO CHILE SPA;1;2;;0;;;2025-11-13T14:38:20.493Z;2025-12-13T14:37:59Z;1996000;379240;0;2375240;IVA;19;TERMOGRAFO CON SONDA. se adjunta ficha, entrega 3 dia, contacto nidia.salazar@taliomed.com  fono +569 88199362,   sin costo de envio * somos empresa SERIA*;TERMOGRAFO CON SONDA. se adjunta ficha, entrega 3 dia, contacto nidia.salazar@taliomed.com  fono +569 88199362,   sin costo de envio * somos empresa SERIA*;570085401;1088405;1679390;;1
1057532-859-COT25;78.015.155-2;MULTISTORE SPA;1;2;;0;;;2025-11-15T12:19:10.300Z;2025-12-15T12:18:14Z;2000280;380053;0;2380333;IVA;19;Productos de alta calidad, puesto en domicilio sin costo, todos los productos cuentan con garantía, 5 días plazo de entrega los solicitados en esta Compra;Productos de alta calidad, puesto en domicilio sin costo, todos los productos cuentan con garantía, 5 días plazo de entrega los solicitados en esta Compra;570126544;1416150;1997302;;1
1057532-860-COT25;96.556.940-5;PROVEEDORES INTEGRALES PRISA S A;0;2;;1;1;53828934;2025-11-14T17:13:43.373Z;2025-11-19T17:11:04Z;83006;15771;0;98777;IVA;19;VER DETALLE ADJUNTO – PLAZO DE ENTREGA DE 3 DIAS HABILES;VER DETALLE ADJUNTO – PLAZO DE ENTREGA DE 3 DIAS HABILES;570119753;50224;49120;1;5
1057532-860-COT25;78.109.855-8;FCE DISTRIBUCIONES SPA;1;2;;0;;;2025-11-16T03:12:30.420Z;2025-12-16T03:11:17Z;426266;80991;0;507257;IVA;19;Detalle de productos cotizados en archivo adjunto. Despacho gratis en 5 días hábiles. Contacto: ventas@fcedistribuciones.cl +569 72368243;Detalle de productos cotizados en archivo adjunto. Despacho gratis en 5 días hábiles. Contacto: ventas@fcedistribuciones.cl +569 72368243;570130989;1439026;2020738;;5
1057532-860-COT25;76.814.443-5;COMERCIALIZADORA ABASTEC SPA;1;2;;0;;;2025-11-14T12:33:44.470Z;2025-12-14T12:22:31Z;785700;149283;0;934983;IVA;19;despacho sin cargo;despacho sin cargo;570111138;1002470;1593256;;5
