CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1057532-65-COT25;77.337.544-5;73101701;Servicios de producción de medicamentos o medicinas;-5000 Comprimidos Trazodona 100 MG en Comprimidos Nota: Los oferentes que no cuenten con resolución sanitaria vigente no serán evaluados. Según Especificaciones Técnicas adjuntas.;5000;294;1470000
1057532-65-COT25;78.049.957-5;73101701;Servicios de producción de medicamentos o medicinas;-5000 Comprimidos Trazodona 100 MG en Comprimidos Nota: Los oferentes que no cuenten con resolución sanitaria vigente no serán evaluados. Según Especificaciones Técnicas adjuntas.;5000;352;1760000
1057532-65-COT25;76.985.933-0;73101701;Servicios de producción de medicamentos o medicinas;-5000 Comprimidos Trazodona 100 MG en Comprimidos Nota: Los oferentes que no cuenten con resolución sanitaria vigente no serán evaluados. Según Especificaciones Técnicas adjuntas.;5000;424;2120000
1057532-65-COT25;77.354.932-K;73101701;Servicios de producción de medicamentos o medicinas;-5000 Comprimidos Trazodona 100 MG en Comprimidos Nota: Los oferentes que no cuenten con resolución sanitaria vigente no serán evaluados. Según Especificaciones Técnicas adjuntas.;5000;450;2250000
1057532-65-COT25;77.439.330-7;73101701;Servicios de producción de medicamentos o medicinas;-5000 Comprimidos Trazodona 100 MG en Comprimidos Nota: Los oferentes que no cuenten con resolución sanitaria vigente no serán evaluados. Según Especificaciones Técnicas adjuntas.;5000;767;3835000
1057532-65-COT25;76.786.297-0;73101701;Servicios de producción de medicamentos o medicinas;-5000 Comprimidos Trazodona 100 MG en Comprimidos Nota: Los oferentes que no cuenten con resolución sanitaria vigente no serán evaluados. Según Especificaciones Técnicas adjuntas.;5000;1056;5280000
1057532-77-COT25;77.660.833-5;90101801;Comidas preparadas para llevar;Almuerzo: Entrada: ensalada, de fácil deglución y digestibilidad apropiada para el grupo etario, para el servicio de almuerzo se requiere un régimen blando liviano hiposódico que debe estar constituido por una base proteica + agregado + postre + liquido. Según requerimiento de nutricionista. El requerimiento contempla un estimado de 40 almuerzos distribuidos en 2 grupos en diferentes horarios, de lunes a jueves. Para el día viernes se estima un requerimiento estimado de 20 almuerzos en jornada;1000;2214;2214000
1057532-77-COT25;77.660.833-5;90101801;Comidas preparadas para llevar;El Desayuno de la mañana debe incluir: o Liquido caliente, 2 opciones: Leche descremada, te más endulzante (Stevia). Servido en una taza de loza de 200cc de capacidad, de color blanco, con agarradera para facilitar su consumo o Pan: molde integral o blanco 2 rebanadas + 1 agregado salado o dulce, según especificaciones de nutricionista encargada del servicio de alimentación.;560;3524;1973440
1057532-77-COT25;78.036.881-0;90101801;Comidas preparadas para llevar;El Desayuno de la mañana debe incluir: o Liquido caliente, 2 opciones: Leche descremada, te más endulzante (Stevia). Servido en una taza de loza de 200cc de capacidad, de color blanco, con agarradera para facilitar su consumo o Pan: molde integral o blanco 2 rebanadas + 1 agregado salado o dulce, según especificaciones de nutricionista encargada del servicio de alimentación.;560;3527;1975120
1057532-77-COT25;78.036.881-0;90101801;Comidas preparadas para llevar;Almuerzo: Entrada: ensalada, de fácil deglución y digestibilidad apropiada para el grupo etario, para el servicio de almuerzo se requiere un régimen blando liviano hiposódico que debe estar constituido por una base proteica + agregado + postre + liquido. Según requerimiento de nutricionista. El requerimiento contempla un estimado de 40 almuerzos distribuidos en 2 grupos en diferentes horarios, de lunes a jueves. Para el día viernes se estima un requerimiento estimado de 20 almuerzos en jornada;1000;2218;2218000
1057532-77-COT25;10.493.648-2;90101801;Comidas preparadas para llevar;Almuerzo: Entrada: ensalada, de fácil deglución y digestibilidad apropiada para el grupo etario, para el servicio de almuerzo se requiere un régimen blando liviano hiposódico que debe estar constituido por una base proteica + agregado + postre + liquido. Según requerimiento de nutricionista. El requerimiento contempla un estimado de 40 almuerzos distribuidos en 2 grupos en diferentes horarios, de lunes a jueves. Para el día viernes se estima un requerimiento estimado de 20 almuerzos en jornada;1000;4500;4500000
1057532-77-COT25;10.493.648-2;90101801;Comidas preparadas para llevar;El Desayuno de la mañana debe incluir: o Liquido caliente, 2 opciones: Leche descremada, te más endulzante (Stevia). Servido en una taza de loza de 200cc de capacidad, de color blanco, con agarradera para facilitar su consumo o Pan: molde integral o blanco 2 rebanadas + 1 agregado salado o dulce, según especificaciones de nutricionista encargada del servicio de alimentación.;560;2062;1154720
