CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1057532-202-COT26;16.350.506-1;90121702;Intérpretes;Servicio de Interprete Lengua de Señas, según especificaciones técnicas adjuntas.;1;200000;200000
1057532-199-COT26;77.566.418-5;44122011;Carpetas para archivos;Carpetas plastificadas tamaño oficio en color morado, sin accoclip y con bolsillo.;200;1766;353200
1077241-11-COT26;77.725.859-1;50192801;Empanadas, tartas y pies frescos;Kuchen de fruta con crema de 30 a 35 cm de diámetro;6;12000;72000
1077241-11-COT26;77.725.859-1;50181901;Pan fresco;Pan de molde blanco 750 grs;10;2500;25000
1077241-11-COT26;77.725.859-1;50112001;Carnes frescas procesadas y preparadas;Láminas de jamón sándwich;80;250;20000
1077241-11-COT26;77.725.859-1;50131801;Queso natural;Láminas de queso;80;400;32000
1077241-11-COT26;77.725.859-1;50192303;Postres, helados o yogurt congelado;Yogurt batido en pote de 125 grs variedad de sabores;80;480;38400
1077241-11-COT26;77.725.859-1;50221101;Granos de Cereales;Granola tipo Quaker Avena, Miel y Almendras 320 grs.;7;3200;22400
1057532-192-COT26;89.752.800-2;85121810;Test de detección de drogas o alcohol;Test kit screening multidrogas mínimo 4 drogas ( cocaína, marihuana, benzodiazepina y THC) en orina, se solicita periodo vigencia 24 meses igual o superior, adjunta ficha técnica de lo ofertado.;150;1;150
1057532-192-COT26;89.752.800-2;42142523;Agujas hipodérmicas;Aguja 19 G x 1, se solicita periodo vigencia 24 meses igual o superior, adjunta ficha técnica de lo ofertado.;600;1;600
1057532-192-COT26;89.752.800-2;42142609;Jeringas médicas con aguja;Jeringa 20 cc 21x1 1/2 luer lock,se solicita periodo vigencia 24 meses igual o superior, adjunta ficha técnica de lo ofertado.;200;196;39200
