CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Gabinete metálico con contratapa 2 puertas 400x300x200mm;1;45980;45980
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Cañería galvanizada 20mm x 3mt;2;12310;24620
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Terminal HUB 20mm;6;1300;7800
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Abrazaderas caddy con perno/tuerca 20mm;5;200;1000
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Cañería galvanizada 25mm x 3mt;1;13420;13420
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Abrazaderas caddy con perno/tuerca 25mm;5;200;1000
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Terminal HUB 25mm;2;1400;2800
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Luz piloto roja con voltímetro digital L.E.D 220 Volts;1;1900;1900
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Bases autoadhesivas 30x30mm;20;25;500
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Amarra plástica 200 x 3,5mm;50;20;1000
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Cajas estanco lisa 80x80mm IP64;5;1300;6500
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Caja estanco lisa 150x150mm IP64;1;3400;3400
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Flexible metálico 20mm;5;900;4500
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Terminal recto para flexible metálico 20mm;4;1100;4400
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Flexible metálico 25mm;2;1200;2400
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Terminal recto para flexible metálico de 25mm;4;1100;4400
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Fotocelda 220 Vac;1;4000;4000
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Soporte fotocelda;1;3600;3600
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Cordón multiflex 3 x 0.75mm;15;500;7500
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Prensa estopa PG 11;1;250;250
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Regleta conexión tipo H;1;600;600
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Interruptor diferencial 40 A 30 mA;1;12000;12000
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Interruptor termomagnético bifásico 25 amperes curva C;1;4800;4800
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Interruptor termomagnético bifásico 16 amperes curva C;1;4800;4800
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Repartidor bipolar 7 conexiones;1;4900;4900
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Porta fusible riel din;2;1800;3600
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Fusible 2 A;2;400;800
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Bornes de conexiones 10mm con tornillo;12;450;5400
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Tope final para bornes de conexión;8;230;1840
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Tapa para borne de conexión 10mm;2;230;460
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Bornera aislada para conexión a tierra;1;1200;1200
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Cable T.A.G (control) color rojo 1mm²;5;180;900
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Cable T.A.G (control) color blanco 1mm²;5;180;900
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Huincha aisladora plástica super +33 3/4 x 20 metros (3M o equivalente);1;7200;7200
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Huincha aisladora engomada 3/4 x 3 metros (3M o equivalente);1;2000;2000
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Equipos iluminación tipo panel L.E.D. 48 W 60X60CM;2;13000;26000
1057532-575-COT25;76.202.140-4;39121311;Accesorios eléctricos;Equipo reflector de área L.E.D 200 watts 6500K IP 65 (para exterior);3;26000;78000
1057532-575-COT25;77.039.868-1;39121311;Accesorios eléctricos;Gabinete metálico con contratapa 2 puertas 400x300x200mm;1;45618;45618
1057532-575-COT25;77.039.868-1;39121311;Accesorios eléctricos;Cañería galvanizada 20mm x 3mt;2;9410;18820
1057532-575-COT25;77.039.868-1;39121311;Accesorios eléctricos;Terminal HUB 20mm;6;1120;6720
1057532-575-COT25;77.039.868-1;39121311;Accesorios eléctricos;Abrazaderas caddy con perno/tuerca 20mm;5;380;1900
1057532-575-COT25;77.039.868-1;39121311;Accesorios eléctricos;Cañería galvanizada 25mm x 3mt;1;11990;11990
1057532-575-COT25;77.039.868-1;39121311;Accesorios eléctricos;Abrazaderas caddy con perno/tuerca 25mm;5;415;2075
