CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1077241-49-COT25;77.145.084-9;50201709;Café instantáneo;8 tarro de café tipo nescafé de 400 gramos c/u.;8;10850;86800
1077241-49-COT25;77.145.084-9;50201713;Bolsitas de te;6 cajas de te  tipo supremo de 20 bolsas cada envase.;6;1000;6000
1077241-49-COT25;77.145.084-9;50161509;Productos de edulcorantes o azúcares naturales;3 frascos de endulzantes en gota a base de Stevia.;3;2500;7500
1077241-49-COT25;77.145.084-9;50161509;Productos de edulcorantes o azúcares naturales;3 kilos de azúcar tipo hiansa.( vencimiento 2026);3;1000;3000
1077241-49-COT25;77.145.084-9;50202310;Agua mineral;50 botellas de agua mineral 1,2 litros con gas;50;900;45000
1077241-49-COT25;77.145.084-9;50202301;Agua;50 botellas de agua saborizada mas tipo cachantun 1,6 litros variedad de sabores.;50;1250;62500
1077241-49-COT25;77.145.084-9;50181905;Galletas dulces o pastelitos;180 paquetes de galletas  tipo kuki de 120 gramos chip chocolate tradicional. ( vencimiento 2026);180;890;160200
1077241-49-COT25;77.145.084-9;50181905;Galletas dulces o pastelitos;24  queques de 200 gramos sabor vainilla( vencimiento 2026);24;1990;47760
1077241-49-COT25;78.049.957-5;50201709;Café instantáneo;8 tarro de café tipo nescafé de 400 gramos c/u.;8;9265;74120
1077241-49-COT25;78.049.957-5;50161509;Productos de edulcorantes o azúcares naturales;3 kilos de azúcar tipo hiansa.( vencimiento 2026);3;2409;7227
1077241-49-COT25;78.049.957-5;50202310;Agua mineral;50 botellas de agua mineral 1,2 litros con gas;50;1482;74100
1077241-49-COT25;78.049.957-5;50202301;Agua;50 botellas de agua saborizada mas tipo cachantun 1,6 litros variedad de sabores.;50;1482;74100
1077241-49-COT25;78.049.957-5;50181905;Galletas dulces o pastelitos;180 paquetes de galletas  tipo kuki de 120 gramos chip chocolate tradicional. ( vencimiento 2026);180;407;73260
1077241-49-COT25;78.049.957-5;50181905;Galletas dulces o pastelitos;24  queques de 200 gramos sabor vainilla( vencimiento 2026);24;3057;73368
1077241-49-COT25;78.049.957-5;50201713;Bolsitas de te;6 cajas de te  tipo supremo de 20 bolsas cada envase.;6;11118;66708
1077241-49-COT25;78.049.957-5;50161509;Productos de edulcorantes o azúcares naturales;3 frascos de endulzantes en gota a base de Stevia.;3;741;2223
1077241-49-COT25;76.958.669-5;50201709;Café instantáneo;8 tarro de café tipo nescafé de 400 gramos c/u.;8;9990;79920
1077241-49-COT25;76.958.669-5;50201713;Bolsitas de te;6 cajas de te  tipo supremo de 20 bolsas cada envase.;6;990;5940
1077241-49-COT25;76.958.669-5;50161509;Productos de edulcorantes o azúcares naturales;3 frascos de endulzantes en gota a base de Stevia.;3;2990;8970
1077241-49-COT25;76.958.669-5;50161509;Productos de edulcorantes o azúcares naturales;3 kilos de azúcar tipo hiansa.( vencimiento 2026);3;1490;4470
