CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1180747-16-COT25;76.038.974-9;60131504;Diapasón;-01 Set Diapasón (Sensibilidad) Según Especificaciones Técnicas Adjuntas.;1;39800;39800
1180747-16-COT25;76.038.974-9;42182604;Linternas de pluma de examen médico;-02 Linterna de Mano Según Especificaciones Técnicas Adjuntas.;2;3900;7800
1180747-16-COT25;76.038.974-9;42181608;Accesorios de instrumental de medición de la tensión arterial;-04 Fonendoscopio Según Especificaciones Técnicas Adjuntas.;4;46000;184000
1180747-16-COT25;76.038.974-9;42182302;Mazos o martillos de reflejo;-02 Martillo Reflejo Según Especificaciones Técnicas Adjuntas.;2;2900;5800
1180747-16-COT25;76.038.974-9;41111623;Dispositivos de medición del espesor;-02 Caliper Según Especificaciones Técnicas Adjuntas;2;7400;14800
1180747-16-COT25;77.765.630-9;42182604;Linternas de pluma de examen médico;-02 Linterna de Mano Según Especificaciones Técnicas Adjuntas.;2;22900;45800
1180747-16-COT25;77.765.630-9;41111623;Dispositivos de medición del espesor;-02 Caliper Según Especificaciones Técnicas Adjuntas;2;9900;19800
1180747-16-COT25;77.765.630-9;60131504;Diapasón;-01 Set Diapasón (Sensibilidad) Según Especificaciones Técnicas Adjuntas.;1;33900;33900
1180747-16-COT25;77.765.630-9;42181608;Accesorios de instrumental de medición de la tensión arterial;-04 Fonendoscopio Según Especificaciones Técnicas Adjuntas.;4;149900;599600
1180747-16-COT25;77.765.630-9;42182302;Mazos o martillos de reflejo;-02 Martillo Reflejo Según Especificaciones Técnicas Adjuntas.;2;8900;17800
1180747-15-COT25;77.765.630-9;41114509;Tensiómetros;Esfigmomanómetro aneroide Según Especificaciones Adjuntas;3;18900;56700
1180747-15-COT25;76.576.352-5;41114509;Tensiómetros;Esfigmomanómetro aneroide Según Especificaciones Adjuntas;3;22000;66000
1180747-15-COT25;76.038.974-9;41114509;Tensiómetros;Esfigmomanómetro aneroide Según Especificaciones Adjuntas;3;85000;255000
1180747-15-COT25;76.850.591-8;41114509;Tensiómetros;Esfigmomanómetro aneroide Según Especificaciones Adjuntas;3;178900;536700
1180747-15-COT25;77.749.210-1;41114509;Tensiómetros;Esfigmomanómetro aneroide Según Especificaciones Adjuntas;3;323900;971700
1057532-163-COT25;77.299.863-5;80111504;Formación, capacitación y entrenamiento de personal;CUPOS CURSO ADVANCED CARDIOVASCULAR LIFE SUPPORT, DE ACUERDO A LAS ESPECIFICACIONES TÉCNICAS ADJUNTAS.;5;160000;800000
1057532-163-COT25;65.130.162-9;80111504;Formación, capacitación y entrenamiento de personal;CUPOS CURSO ADVANCED CARDIOVASCULAR LIFE SUPPORT, DE ACUERDO A LAS ESPECIFICACIONES TÉCNICAS ADJUNTAS.;5;187000;935000
1057532-163-COT25;78.167.310-2;80111504;Formación, capacitación y entrenamiento de personal;CUPOS CURSO ADVANCED CARDIOVASCULAR LIFE SUPPORT, DE ACUERDO A LAS ESPECIFICACIONES TÉCNICAS ADJUNTAS.;5;200000;1000000
1057532-163-COT25;77.066.379-2;80111504;Formación, capacitación y entrenamiento de personal;CUPOS CURSO ADVANCED CARDIOVASCULAR LIFE SUPPORT, DE ACUERDO A LAS ESPECIFICACIONES TÉCNICAS ADJUNTAS.;5;220000;1100000
1057532-163-COT25;77.443.695-2;80111504;Formación, capacitación y entrenamiento de personal;CUPOS CURSO ADVANCED CARDIOVASCULAR LIFE SUPPORT, DE ACUERDO A LAS ESPECIFICACIONES TÉCNICAS ADJUNTAS.;5;220000;1100000
1180747-19-COT25;77.316.878-4;56112106;Banquetas;Banquetas 5 Cuerpos Según Especificaciones Técnicas Adjuntas;3;330000;990000
1180747-19-COT25;77.316.878-4;56101504;Sillas;Silla Ergonométrica Según Especificaciones Técnicas Adjuntas;7;87000;609000
1180747-19-COT25;77.316.878-4;56101504;Sillas;Silla de Comedor Según Especificaciones Técnicas Adjuntas;6;32000;192000
1180747-19-COT25;77.316.878-4;56101504;Sillas;Silla de Visita Según Especificaciones Técnicas Adjuntas;10;32000;320000
1180747-19-COT25;77.316.878-4;56101519;Mesas;Mesa de Comer Plegable Según Especificaciones Técnicas Adjuntas;2;59600;119200
1180747-19-COT25;77.316.878-4;56112106;Banquetas;Banquetas 5 Cuerpos Según Especificaciones Técnicas Adjuntas;3;330000;990000
1180747-19-COT25;77.316.878-4;56101504;Sillas;Silla Ergonométrica Según Especificaciones Técnicas Adjuntas;7;87000;609000
1180747-19-COT25;77.316.878-4;56101504;Sillas;Silla de Comedor Según Especificaciones Técnicas Adjuntas;6;37500;225000
1180747-19-COT25;77.316.878-4;56101504;Sillas;Silla de Visita Según Especificaciones Técnicas Adjuntas;10;32000;320000
1180747-19-COT25;77.316.878-4;56101519;Mesas;Mesa de Comer Plegable Según Especificaciones Técnicas Adjuntas;2;66750;133500
1180747-19-COT25;77.595.661-5;56101504;Sillas;Silla Ergonométrica Según Especificaciones Técnicas Adjuntas;7;200000;1400000
1180747-19-COT25;77.595.661-5;56112106;Banquetas;Banquetas 5 Cuerpos Según Especificaciones Técnicas Adjuntas;3;325000;975000
1180747-19-COT25;77.595.661-5;56101504;Sillas;Silla de Comedor Según Especificaciones Técnicas Adjuntas;6;42000;252000
1180747-19-COT25;77.595.661-5;56101504;Sillas;Silla de Visita Según Especificaciones Técnicas Adjuntas;10;42000;420000
1180747-19-COT25;77.595.661-5;56101519;Mesas;Mesa de Comer Plegable Según Especificaciones Técnicas Adjuntas;2;180000;360000
1180747-19-COT25;77.660.833-5;56112106;Banquetas;Banquetas 5 Cuerpos Según Especificaciones Técnicas Adjuntas;3;236402;709206
1180747-19-COT25;77.660.833-5;56101504;Sillas;Silla Ergonométrica Según Especificaciones Técnicas Adjuntas;7;101188;708316
1180747-19-COT25;77.660.833-5;56101504;Sillas;Silla de Visita Según Especificaciones Técnicas Adjuntas;10;70942;709420
1180747-19-COT25;77.660.833-5;56101519;Mesas;Mesa de Comer Plegable Según Especificaciones Técnicas Adjuntas;2;354714;709428
1180747-19-COT25;77.660.833-5;56101504;Sillas;Silla de Comedor Según Especificaciones Técnicas Adjuntas;6;118289;709734
1180747-19-COT25;76.162.673-6;56112106;Banquetas;Banquetas 5 Cuerpos Según Especificaciones Técnicas Adjuntas;3;386900;1160700
1180747-19-COT25;76.162.673-6;56101504;Sillas;Silla Ergonométrica Según Especificaciones Técnicas Adjuntas;7;182900;1280300
1180747-19-COT25;76.162.673-6;56101504;Sillas;Silla de Comedor Según Especificaciones Técnicas Adjuntas;6;46600;279600
1180747-19-COT25;76.162.673-6;56101504;Sillas;Silla de Visita Según Especificaciones Técnicas Adjuntas;10;46600;466000
1180747-19-COT25;76.162.673-6;56101519;Mesas;Mesa de Comer Plegable Según Especificaciones Técnicas Adjuntas;2;259800;519600
1180747-13-COT25;96.924.310-5;56101501;Soportes;-01 SOPORTE UNIVERSAL SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS;1;151164;151164
1180747-13-COT25;77.749.210-1;56101501;Soportes;-01 SOPORTE UNIVERSAL SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS;1;156900;156900
