CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;JustificacionInadmisibilidad;ProveedorSeleccionado;EstadoPorComprador;IDOrdenCompra;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;Descripcion;IDCotizacion;CodigoSucursalEmpresa;CodigoEmpresa;Activo;TotalProductosCotizados
1057532-794-COT25;76.736.657-4;ASESORIAS CONSULTORIAS Y CAPACITACION SPA;1;3;Profesional Docente no cuenta con formación y experiencia en temas de migración, lo cual es excluyen;0;;;2025-10-28T09:46:23.840Z;2025-11-27T09:45:50Z;890000;0;0;890000;Exento;0;Se ofrece capacitación vía Zoom de acuerdo a lo solicitado.;Se ofrece capacitación vía Zoom de acuerdo a lo solicitado.;569749025;968925;1561290;;1
1057532-794-COT25;76.593.297-1;ADVANCE CAPACITACIONES LIMITADA;1;2;;1;1;53823150;2025-10-27T09:47:05.620Z;2025-11-26T09:46:55Z;1285000;0;0;1285000;Exento;0;Curso atención de Salud Personas Migrantes.  Empresa autorizada por el SII y con patente municipal al día. Acreditada bajo norma 2728, autorizada ante SENCE para impartir actividades de capacitación. Factura exenta de IVA;Curso atención de Salud Personas Migrantes.  Empresa autorizada por el SII y con patente municipal al día. Acreditada bajo norma 2728, autorizada ante SENCE para impartir actividades de capacitación. Factura exenta de IVA;569722545;905197;1499516;1;1
1057532-794-COT25;77.759.526-1;CENTRO DE CAPACITACIÓN LOS ANDES SPA;1;2;;0;;;2025-10-27T13:09:47.703Z;2025-11-26T12:44:56Z;1300000;0;0;1300000;Exento;0;"Se adjunta propuesta técnica curso “ATENCION DE SALUD PERSONAS MIGRANTES"" solicitado por el SERVICIO DE SALUD OSORNO.";"Se adjunta propuesta técnica curso “ATENCION DE SALUD PERSONAS MIGRANTES"" solicitado por el SERVICIO DE SALUD OSORNO.";569729306;1296265;1881550;;1
1057532-794-COT25;76.110.238-9;CAPACITACIONES CAEM LIMITADA;1;2;;0;;;2025-10-28T05:23:49.627Z;2025-12-31T04:24:43Z;1590000;0;0;1590000;Exento;0;"“ATENCION DE SALUD PERSONAS MIGRANTES.""";"“ATENCION DE SALUD PERSONAS MIGRANTES.""";569745908;629194;1232520;;1
1057532-794-COT25;78.010.547-K;ECOTEC SPA;1;3;Relator no cuenta con experiencia en tematicas y conceptos en temas de migrantes normativas;0;;;2025-10-27T16:12:06.080Z;2025-12-31T15:38:47Z;1600000;0;0;1600000;Exento;0;Curso en Actualización de Conocimiento a Equipos de Salud 2025;Curso en Actualización de Conocimiento a Equipos de Salud 2025;569733728;1418857;2000975;;1
1057532-794-COT25;13.646.069-2;MAURICIO FERNANDO PIÑONES MÉNDEZ;1;3;no cuenta con perfeccionamiento o capacitacion en la tematica de migrantes. (excluyente).;0;;;2025-10-28T09:46:28.420Z;2025-11-27T09:26:43Z;2000000;0;0;2000000;Exento;0;se anexa cotización;se anexa cotización;569749032;182394;178714;;1
1057532-794-COT25;77.867.145-K;EDUCAPLUS ACADEMIA SPA;1;3;No cuenta con Ordenes de compra dictando cursos de migración.;0;;;2025-10-27T10:20:50.137Z;2025-11-26T09:14:36Z;2008500;0;0;2008500;Exento;0;"""OTEC Educaplus Academia, SPA., SENCE, NCh#2728:2015, Empresa Sello Mujer: DP, Presenta propuestas Técnica-Económica según especificaciones, tiempo de entrega exigidos en el proceso. Exenta de IVA. Ver adjuntos""";"""OTEC Educaplus Academia, SPA., SENCE, NCh#2728:2015, Empresa Sello Mujer: DP, Presenta propuestas Técnica-Económica según especificaciones, tiempo de entrega exigidos en el proceso. Exenta de IVA. Ver adjuntos""";569723860;1353159;1937480;;1
1057532-794-COT25;76.532.024-0;Quinta Capacitación SpA;1;3;relator no cuenta con perfeccionamiento o capacitacion en la tematica de migrantes. (excluyente).;0;;;2025-10-27T16:46:47.780Z;2026-01-27T16:57:57Z;2189000;0;0;2189000;Exento;0;Curso: Atencion de Salud Personas Migrantes.;Curso: Atencion de Salud Personas Migrantes.;569734616;876968;1472061;;1
1057532-794-COT25;99.538.950-9;CENTRAL SERVICIOS SOCIEDAD ANONIMA;1;3;No evidencia propuesta técnica, certificados de conformidad, CV, ni perfeccionamientos.;0;;;2025-10-27T10:07:22.170Z;2025-11-26T10:06:57Z;2340000;0;0;2340000;Exento;0;CAPACITA UCEN DE LA UNIVERSIDAD CENTRAL DE CHILE. DUDAS O CONSULTAS AL TELEFONO 963332288 O CORREO CLAUDIOPINOMU@GMAIL.COM;CAPACITA UCEN DE LA UNIVERSIDAD CENTRAL DE CHILE. DUDAS O CONSULTAS AL TELEFONO 963332288 O CORREO CLAUDIOPINOMU@GMAIL.COM;569723376;89909;87679;;1
1057532-794-COT25;76.199.438-7;SERVICIOS DE CAPACITACIONES HUELLAS OTEC SPA;1;3;Docente no tiene formación en el trabajo con personas migrantes;0;;;2025-10-28T08:36:55.887Z;2025-11-27T08:34:34Z;2400000;0;0;2400000;Exento;0;Organismo Técnico de Capacitación, certificado con Norma NCH 2728:2015 que cuenta con más  de 10 años de Experiencia.  Contamos con Plataforma MOODLE 4.1 y Soporte Técnico. Se ofrecen 10 cupos becados.;Organismo Técnico de Capacitación, certificado con Norma NCH 2728:2015 que cuenta con más  de 10 años de Experiencia.  Contamos con Plataforma MOODLE 4.1 y Soporte Técnico. Se ofrecen 10 cupos becados.;569746980;692082;1293151;;1
1057532-794-COT25;77.443.695-2;CAPACITACIÓN EASYLIT LIMITADA;1;3;docente no cuenta con experiencia comprobada en temáticas en conceptos y principios sobre migración;0;;;2025-10-24T22:11:34.213Z;2025-11-23T22:11:08Z;2600000;0;0;2600000;Exento;0;OTEC Acreditada y Certificada por Sence. Presencia nacional, en todas las regiones. Programa del curso adjunto. Contacto: +56 229281888 / capacitaciones@easylit.cl  Cotización exenta de IVA.;OTEC Acreditada y Certificada por Sence. Presencia nacional, en todas las regiones. Programa del curso adjunto. Contacto: +56 229281888 / capacitaciones@easylit.cl  Cotización exenta de IVA.;569707753;1211102;1798954;;1
1057532-862-COT25;77.280.244-7;SERVICIOS GASTRONÓMICOS CLAUDIO SOTO VILLEGAS E.I.R.L.;1;3;sobrepasa el presupuesto aprobado para esta actividad;0;;;2025-11-12T18:47:29.383Z;2025-12-12T18:39:09Z;176700;33573;0;210273;IVA;19;Se adjuntan los documentos requeridos. Servicio considerado para el día 18 de noviembre. Contacto, Claudio Soto +56 9 96996394;Se adjuntan los documentos requeridos. Servicio considerado para el día 18 de noviembre. Contacto, Claudio Soto +56 9 96996394;570063967;1288387;1873788;;1
1057532-733-COT25;16.009.266-1;MARCELA ANDREA GUTIERREZ ITURRA;1;2;;1;1;53821781;2025-10-15T22:46:17.310Z;2025-11-14T22:37:18Z;40000;7600;0;47600;IVA;19;ADJUNTO COTIZACION;ADJUNTO COTIZACION;569504566;811532;1408347;1;1
1057532-858-COT25;77.660.833-5;INGENIERÍA , SERVICIOS Y ABASTECIMIENTO ISEVEN LIMITADA;1;3;El valor ofertado sobrepasa el monto máximo disponible para la compra.;0;;;2025-11-14T03:06:52.453Z;2025-12-14T03:06:35Z;948621;180238;0;1128859;IVA;19;Contáctanos al +56984874329 o al correo proyectos@isevenchile.cl;Contáctanos al +56984874329 o al correo proyectos@isevenchile.cl;570100510;1264522;1850423;;1
1057532-834-COT25;78.048.439-K;TOTAL NUTRITION LIMITADA;1;3;El producto o servicio ofertado no cumple con las especificaciones solicitadas.;0;;;2025-11-04T17:54:21.410Z;2025-12-04T17:52:07Z;493500;93765;0;587265;IVA;19;15 NUTRIPROTEIN WHEY PROTEIN 1KG Se adjunta cotización y ficha técnica  Incluye despacho en 1-3 días hábiles  María José Luengo  totalnutritionltda@gmail.com 934294389;15 NUTRIPROTEIN WHEY PROTEIN 1KG Se adjunta cotización y ficha técnica  Incluye despacho en 1-3 días hábiles  María José Luengo  totalnutritionltda@gmail.com 934294389;569880486;1416467;1997614;;1
1057532-834-COT25;77.863.564-K;WANDASIL SPA;1;2;;1;1;53821373;2025-11-04T18:47:14.367Z;2025-12-04T18:46:49Z;825630;156870;0;982500;IVA;19;Estimados se adjunta cotización, se entrega dentro de plazo 3-5 días, sin costo por despacho. Pablo Burgos: 978564842;Estimados se adjunta cotización, se entrega dentro de plazo 3-5 días, sin costo por despacho. Pablo Burgos: 978564842;569881813;1336770;1921339;1;1
1057532-834-COT25;76.209.015-5;SOCIEDAD INMOBILIARIA Y PRESTADORA DE SERVICIOS MEDICOS VIVIRSALUD LIM;1;3;La adquisición solo cuenta con un presupuesto $1.000.000.-;0;;;2025-11-04T18:05:58.073Z;2025-12-04T17:59:00Z;898350;170687;0;1069037;IVA;19;SE COTIZA whey protein 2lb por tarro. FICHAS TÉCNICAS EN ADJUNTO. DESPACHO EN 3 DÍAS HÁBILES ACEPTADA LA OC. VENCIMIENT0>12M.FLETE INCLUIDO. COTIZA EU. DANIELA HERRERA, FONO +56942444904, MAIL DHERRERA@VIVIRSALUD.CL. CASA MATRIZ 422380900.;SE COTIZA whey protein 2lb por tarro. FICHAS TÉCNICAS EN ADJUNTO. DESPACHO EN 3 DÍAS HÁBILES ACEPTADA LA OC. VENCIMIENT0>12M.FLETE INCLUIDO. COTIZA EU. DANIELA HERRERA, FONO +56942444904, MAIL DHERRERA@VIVIRSALUD.CL. CASA MATRIZ 422380900.;569880849;707950;1308209;;1
1057532-834-COT25;77.171.525-7;MEGA MERCADO SPA;1;3;El plazo de entrega es mayor que el solicitado.;0;;;2025-11-04T09:47:45.633Z;2025-12-04T09:44:00Z;951435;180773;0;1132208;IVA;19;**PLAZO DE ENTREGA 5 DÍAS**;**PLAZO DE ENTREGA 5 DÍAS**;569862996;1162178;1751225;;1
