CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-895-COT25;50181901;Pan fresco;"10 pan de pascua - Pan de pascua tipo ""Castaño""";10;EA
1057532-895-COT25;52151504;Tazas o vasos desechables domésticos;100 Vasos plásticos para jugo;100;EA
1057532-895-COT25;52151502;Platos desechables domésticos;100 platos plásticos;100;EA
1057532-895-COT25;50181905;Galletas dulces o pastelitos;5 Bolsa de dulces;5;EA
1057532-895-COT25;50202310;Agua mineral;Agua saborizada 1.6L litros;20;EA
1057532-895-COT25;50181905;Galletas dulces o pastelitos;"30 galletas navideñas	Tipo ""Mckay""";30;EA
1057532-895-COT25;50161511;Chocolate o sucedáneo de chocolate;4 chocolate caliente;4;EA
1057532-895-COT25;50201706;Café;1 café tipo referencia gold;1;EA
1057532-895-COT25;50201712;Bebidas de Té;1 caja de te, 100 bolsas;1;BX
1057532-895-COT25;50161509;Productos de edulcorantes o azúcares naturales;1 Kg Azucar;1;EA
1057532-895-COT25;52151504;Tazas o vasos desechables domésticos;100 vasos de plumavit;100;EA
1057532-897-COT25;24111503;Bolsas de plástico;30 bolsas plasticas navideñas segun eett;30;EA
1057532-897-COT25;14111610;Cartulina;cartulina roja española pliego	10 cartulina negro española pliego	10 cartulina verde española pliego	10;30;EA
