CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;JustificacionInadmisibilidad;ProveedorSeleccionado;EstadoPorComprador;IDOrdenCompra;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;Descripcion;IDCotizacion;CodigoSucursalEmpresa;CodigoEmpresa;Activo;TotalProductosCotizados
1057532-894-COT25;77.900.706-5;SOCIEDAD DE TRANSPORTES DON RAMO SPA;1;3;El valor ofertado sobrepasa el monto máximo disponible para la compra.;0;;;2025-11-25T13:55:35.703Z;2025-12-25T13:42:52Z;147450;28016;0;175466;IVA;19;Detalle en documento adjunto, plazo de entrega 5 días hábiles, despacho incluido en la oferta. Contacto Diana Gálvez 996382623 correo transportedonramo@outlook.com.;Detalle en documento adjunto, plazo de entrega 5 días hábiles, despacho incluido en la oferta. Contacto Diana Gálvez 996382623 correo transportedonramo@outlook.com.;570319912;1352151;1936489;;4
1057532-868-COT25;76.580.130-3;SEGURA Y ROMERO LIMITADA;1;2;;1;3;53929479;2025-11-19T01:19:09.157Z;2025-12-19T01:02:06Z;1550000;0;0;1550000;Exento;0;Experiencia...;Experiencia...;570191708;215516;211037;1;1
1057532-868-COT25;77.443.695-2;CAPACITACIÓN EASYLIT LIMITADA;1;2;;0;;;2025-11-17T23:38:36.490Z;2025-12-17T23:38:26Z;1650000;0;0;1650000;Exento;0;OTEC Acreditada y Certificada por Sence. Presencia nacional, en todas las regiones. Programa del curso adjunto. Contacto: +56 229281888 / capacitaciones@easylit.cl  Cotización exenta de IVA.;OTEC Acreditada y Certificada por Sence. Presencia nacional, en todas las regiones. Programa del curso adjunto. Contacto: +56 229281888 / capacitaciones@easylit.cl  Cotización exenta de IVA.;570159844;1211102;1798954;;1
1057532-868-COT25;65.130.162-9;CORPORACION EDUCACIONAL NALVARI;1;2;;0;;;2025-11-18T00:53:23.797Z;2025-12-18T00:52:57Z;1650000;0;0;1650000;Exento;0;Corporación Educacional sin fines de lucro, especialista en capacitación y formación profesional. Se adjunta propuesta técnica para curso/capacitación. Oferta exenta de IVA. Consultas a capacitaciones@nalvari.cl;Corporación Educacional sin fines de lucro, especialista en capacitación y formación profesional. Se adjunta propuesta técnica para curso/capacitación. Oferta exenta de IVA. Consultas a capacitaciones@nalvari.cl;570161084;1363887;1948087;;1
1180747-57-COT25;96.724.350-7;MIGUEL CONCHA Y COMPANIA LIMITADA;1;3;Error de digitación en la publicación de la compra ágil, se realizará un nuevo llamado.;0;;;2025-11-19T10:27:29.757Z;2025-12-19T14:07:06Z;168000;31920;12000;199920;IVA;19;ENTREGA INMEDIATA.;ENTREGA INMEDIATA.;570196101;27519;27592;;1
1180747-57-COT25;77.889.645-1;COMERCIALIZADORA INVENPRO SPA;1;3;Error de digitación en la publicación de la compra ágil, se realizará un nuevo llamado.;0;;;2025-11-18T15:51:03.877Z;2025-12-18T14:43:11Z;171800;32642;0;204442;IVA;19;ENTREGA DE 3 A 5 DIAS HABILES DESPACHO INCLUIDO;ENTREGA DE 3 A 5 DIAS HABILES DESPACHO INCLUIDO;570180050;1375235;1959325;;1
1180747-57-COT25;76.850.591-8;COMERCIALIZADORA MEDESPIC SPA;1;3;Error de digitación en la publicación de la compra ágil, se realizará un nuevo llamado.;0;;;2025-11-18T13:20:56.933Z;2025-12-18T13:19:08Z;179800;34162;0;213962;IVA;19;DESPACHO INCLUIDO ENTREGA DE 3-6 DIAS HABILES;DESPACHO INCLUIDO ENTREGA DE 3-6 DIAS HABILES;570174990;1077765;1669173;;1
1180747-57-COT25;76.205.137-0;COMERCIAL INTERMEDICA LIMITADA;1;3;Error de digitación en la publicación de la compra ágil, se realizará un nuevo llamado.;0;;;2025-11-17T17:24:53.947Z;2025-12-17T17:13:27Z;210000;39900;0;249900;IVA;19;material original garantizado, se adjunta ficha técnica, plazo de entrega 5 días despacho incluido carolina 950933584 cavendano@intermedicaltda.cl;material original garantizado, se adjunta ficha técnica, plazo de entrega 5 días despacho incluido carolina 950933584 cavendano@intermedicaltda.cl;570153130;687745;1289036;;1
1180747-57-COT25;78.060.870-6;EDITORIAL BIO PSIQUE LTDA;1;3;Error de digitación en la publicación de la compra ágil, se realizará un nuevo llamado.;0;;;2025-11-18T21:36:27.880Z;2025-12-18T21:35:55Z;226891;43109;0;270000;IVA;19;Envío en 9 días. Despacho gratis a domicilio.;Envío en 9 días. Despacho gratis a domicilio.;570187974;96301;93891;;1
1057532-905-COT25;76.950.185-1;COMERCIALIZADORA  GRAPHIC &  STORE   LIMITADA;1;2;;1;1;53926889;2025-11-26T10:08:01.463Z;2025-12-26T10:19:17Z;369000;70110;0;439110;IVA;19;Servicio Mantención + MC-10;Servicio Mantención + MC-10;570340504;1066507;1658249;1;1
