CodigoCompraAgil;RutProveedor;CodigoProducto;NombreProducto;Descripcion;Cantidad;PrecioUnitario;MontoTotalProducto
1057532-667-COT25;77.659.261-7;45101702;Guillotinas de imprenta;Guillotina corta papel, Metálica o de madera. A4. Largo de 30 cm., ancho 25 cm., peso 2 kg. aproximado.;1;16797;16797
1057532-667-COT25;77.659.261-7;11111606;Pizarra;Pizarra blanca acrilica 20x30 cm. Armazon de aluminio. Con soporte para la pared.;1;2261;2261
1057532-667-COT25;77.659.261-7;44121801;Cinta correctora;Corrector de cinta BIC, de 6 u 8 metros. Envase tipo rueda cinta;20;871;17420
1057532-667-COT25;77.659.261-7;44122011;Carpetas para archivos;Carpetas plastificadas con acoclip. Tamaño oficio. 25x25 cm. Diferentes colores;40;470;18800
1057532-667-COT25;77.659.261-7;24141607;Separadores de cartón;Separadores vinilico, tamaño oficio 6 posiciones;10;800;8000
1057532-667-COT25;77.659.261-7;14111525;Papel multiuso;Opalina en resma, lisa blanca, de 180/220 gr. A4, de 50 hojas.;4;4030;16120
1057532-667-COT25;77.659.261-7;14111530;Notas de papel autoadhesivo;Nota adhesiva memo post It de 4 colores fluor 76x76 cm. cuadrada. 400 Hojas;4;2279;9116
1057532-667-COT25;77.659.261-7;14111509;Artículos de papelería;Pack 3 cajas apretador doble clip 12 unidades de 19 mm. Color negro, metal.;4;1310;5240
1057532-667-COT25;77.659.261-7;44102001;Lámina para plastificar;Micas para termolaminado. Tamaño A4. Pack x 100 laminas.;5;10749;53745
1057532-667-COT25;77.659.261-7;44111604;Envolturas de monedas o fajas para billetes;Elastico Hand blanco bolsa 500 gr., 22 cm x 14 cm. de 2 mm de espesor.;4;3960;15840
1057532-667-COT25;76.888.386-6;44102001;Lámina para plastificar;Micas para termolaminado. Tamaño A4. Pack x 100 laminas.;5;6990;34950
1057532-667-COT25;76.888.386-6;44111604;Envolturas de monedas o fajas para billetes;Elastico Hand blanco bolsa 500 gr., 22 cm x 14 cm. de 2 mm de espesor.;4;2980;11920
1057532-667-COT25;76.888.386-6;45101702;Guillotinas de imprenta;Guillotina corta papel, Metálica o de madera. A4. Largo de 30 cm., ancho 25 cm., peso 2 kg. aproximado.;1;9100;9100
1057532-667-COT25;76.888.386-6;11111606;Pizarra;Pizarra blanca acrilica 20x30 cm. Armazon de aluminio. Con soporte para la pared.;1;5790;5790
1057532-667-COT25;76.888.386-6;44121801;Cinta correctora;Corrector de cinta BIC, de 6 u 8 metros. Envase tipo rueda cinta;20;1660;33200
1057532-667-COT25;76.888.386-6;44122011;Carpetas para archivos;Carpetas plastificadas con acoclip. Tamaño oficio. 25x25 cm. Diferentes colores;40;990;39600
1057532-667-COT25;76.888.386-6;24141607;Separadores de cartón;Separadores vinilico, tamaño oficio 6 posiciones;10;2190;21900
1057532-667-COT25;76.888.386-6;14111525;Papel multiuso;Opalina en resma, lisa blanca, de 180/220 gr. A4, de 50 hojas.;4;4850;19400
1057532-667-COT25;76.888.386-6;14111530;Notas de papel autoadhesivo;Nota adhesiva memo post It de 4 colores fluor 76x76 cm. cuadrada. 400 Hojas;4;2790;11160
1057532-667-COT25;76.888.386-6;14111509;Artículos de papelería;Pack 3 cajas apretador doble clip 12 unidades de 19 mm. Color negro, metal.;4;4990;19960
1057532-667-COT25;76.421.101-4;45101702;Guillotinas de imprenta;Guillotina corta papel, Metálica o de madera. A4. Largo de 30 cm., ancho 25 cm., peso 2 kg. aproximado.;1;32047;32047
1057532-667-COT25;76.421.101-4;11111606;Pizarra;Pizarra blanca acrilica 20x30 cm. Armazon de aluminio. Con soporte para la pared.;1;54023;54023
1057532-667-COT25;76.421.101-4;44121801;Cinta correctora;Corrector de cinta BIC, de 6 u 8 metros. Envase tipo rueda cinta;20;1098;21960
1057532-667-COT25;76.421.101-4;44122011;Carpetas para archivos;Carpetas plastificadas con acoclip. Tamaño oficio. 25x25 cm. Diferentes colores;40;523;20920
1057532-667-COT25;76.421.101-4;24141607;Separadores de cartón;Separadores vinilico, tamaño oficio 6 posiciones;10;688;6880
1057532-667-COT25;76.421.101-4;14111525;Papel multiuso;Opalina en resma, lisa blanca, de 180/220 gr. A4, de 50 hojas.;4;11367;45468
1057532-667-COT25;76.421.101-4;14111530;Notas de papel autoadhesivo;Nota adhesiva memo post It de 4 colores fluor 76x76 cm. cuadrada. 400 Hojas;4;749;2996
1057532-667-COT25;76.421.101-4;14111509;Artículos de papelería;Pack 3 cajas apretador doble clip 12 unidades de 19 mm. Color negro, metal.;4;3780;15120
1057532-667-COT25;76.421.101-4;44102001;Lámina para plastificar;Micas para termolaminado. Tamaño A4. Pack x 100 laminas.;5;12557;62785
1057532-667-COT25;76.421.101-4;44111604;Envolturas de monedas o fajas para billetes;Elastico Hand blanco bolsa 500 gr., 22 cm x 14 cm. de 2 mm de espesor.;4;1449;5796
1057727-34-COT25;96.781.350-8;90101603;Servicios de catering;Se solicita que la tarjeta de alimentación pueda ser usada en el máximo de supermercados posibles (ejemplo: Lider, Lider Express, SuperBodega aCuenta, Unimarc, Mayorista 10, Jumbo, Santa Isabel, OK Market) (Adjuntar cotización formal);1;924370;924370
