CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;JustificacionInadmisibilidad;ProveedorSeleccionado;EstadoPorComprador;IDOrdenCompra;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;Descripcion;IDCotizacion;CodigoSucursalEmpresa;CodigoEmpresa;Activo;TotalProductosCotizados
1057727-3-COT25;76.048.022-3;HOTELES DE LOS ANDES S.A.;0;2;;1;7;53363510;2025-08-27T16:32:00.310Z;2025-09-26T16:26:34Z;4530000;860700;0;5390700;IVA;19;Mobiliario adecuado para dicha actividad, cumpliendo cada una de las especificaciones tecnicas solicitadas, en lo estructural y gastronómico. Personal profesional en el área de servicio, cumpliendo además con la bioseguridad y BPM, para un mejo servicio.;Mobiliario adecuado para dicha actividad, cumpliendo cada una de las especificaciones tecnicas solicitadas, en lo estructural y gastronómico. Personal profesional en el área de servicio, cumpliendo además con la bioseguridad y BPM, para un mejo servicio.;568571176;554979;1105001;1;1
1057727-3-COT25;76.048.022-3;HOTELES DE LOS ANDES S.A.;0;2;;0;;;2025-08-27T16:53:29.817Z;2025-09-26T16:26:34Z;4530000;860700;0;5390700;IVA;19;Mobiliario adecuado para dicha actividad, cumpliendo cada una de las especificaciones tecnicas solicitadas, en lo estructural y gastronómico. Personal profesional en el área de servicio, cumpliendo además con la bioseguridad y BPM, para un mejo servicio.;Mobiliario adecuado para dicha actividad, cumpliendo cada una de las especificaciones tecnicas solicitadas, en lo estructural y gastronómico. Personal profesional en el área de servicio, cumpliendo además con la bioseguridad y BPM, para un mejo servicio.;568572063;554979;1105001;;1
1057532-631-COT25;78.074.362-K;SOCIEDAD GASTRONOMICA HACIENDA JUAREZ SPA;1;2;;1;12;53362856;2025-08-30T19:22:52.860Z;2025-09-29T19:14:01Z;714000;135660;0;849660;IVA;19;Se cotiza por la totalidad de los productos para ser entregados en tiempo y forma requeridos Contactar a Fernando Vega +56932692875;Se cotiza por la totalidad de los productos para ser entregados en tiempo y forma requeridos Contactar a Fernando Vega +56932692875;568640344;1421987;2003974;1;1
1057532-631-COT25;77.746.983-5;GRUPO ECOSAP SPA;1;2;;0;;;2025-08-29T15:15:07.717Z;2025-09-28T15:14:40Z;959700;182343;0;1142043;IVA;19;Se cotizan todos los productos solicitados. Despacho en 2 días hábiles. Valor del despacho incluido en el total. CONTACTO: ventas@grupoecosap.cl / +56 9 6325 1105.;Se cotizan todos los productos solicitados. Despacho en 2 días hábiles. Valor del despacho incluido en el total. CONTACTO: ventas@grupoecosap.cl / +56 9 6325 1105.;568629260;1339602;1924116;;1
1077241-92-COT25;82.441.400-9;FUND RADIO ESCUELA PARA EL DESARROLLO RURAL;1;2;;1;6;53360357;2025-08-27T17:22:19.790Z;2025-09-26T15:57:58Z;320000;60800;0;380800;IVA;19;Servicios de difusión en espacios radiales, 4 entrevistas de 30 minutos cada uno, en vivo para difusión del Programa de Prevención del Cáncer en Mujeres de la Provincia de Osorno, a través de Radio La Voz de la Costa.;Servicios de difusión en espacios radiales, 4 entrevistas de 30 minutos cada uno, en vivo para difusión del Programa de Prevención del Cáncer en Mujeres de la Provincia de Osorno, a través de Radio La Voz de la Costa.;568573101;24095;24472;1;1
1077241-92-COT25;77.660.833-5;INGENIERÍA , SERVICIOS Y ABASTECIMIENTO ISEVEN LIMITADA;1;2;;0;;;2025-08-28T08:26:57.173Z;2025-09-27T08:26:40Z;402615;76496.85;0;479111;IVA;19;Contáctanos al +56984874329 o al correo proyectos@isevenchile.cl;Contáctanos al +56984874329 o al correo proyectos@isevenchile.cl;568585046;1264522;1850423;;1
1057532-622-COT25;76.591.500-7;AULA EDITORES S.A;1;2;;1;12;53367436;2025-08-29T11:28:32.580Z;2025-09-29T11:28:23Z;97486;18522.34;0;116008;IVA;19;DESPACHO 5 DIAS HABILES LUEGO DE APROBADA Teléfono: +562 28844247 / +562 28844236 +56 9 7668 6268 LUIS BRICENO;DESPACHO 5 DIAS HABILES LUEGO DE APROBADA Teléfono: +562 28844247 / +562 28844236 +56 9 7668 6268 LUIS BRICENO;568622009;240726;235736;1;5
1057532-622-COT25;96.724.350-7;MIGUEL CONCHA Y COMPANIA LIMITADA;1;2;;0;;;2025-08-29T15:42:52.990Z;2025-09-28T15:40:01Z;115800;22002;15000;137802;IVA;19;LA DEMORA ES DE 7 DIAS HABILES.;LA DEMORA ES DE 7 DIAS HABILES.;568630191;27519;27592;;5
1057532-622-COT25;77.879.303-2;PIUS BABYS SPA;1;2;;0;;;2025-08-29T10:14:59.030Z;2025-09-28T09:41:33Z;118541;22522.79;0;141063;IVA;19;Se adjunta cotización. Despacho sin costo. Entrega de 3 a 5 días hábiles. Garantía de 6 meses.  Cualquier duda al mail contacto@piusbabys.cl o cel +56965798671. Saludos.;Se adjunta cotización. Despacho sin costo. Entrega de 3 a 5 días hábiles. Garantía de 6 meses.  Cualquier duda al mail contacto@piusbabys.cl o cel +56965798671. Saludos.;568618908;1402485;1984894;;5
1057532-622-COT25;77.614.864-4;MY PARTNER SPA;1;2;;0;;;2025-08-31T11:34:38.010Z;2025-09-30T11:26:49Z;123000;23370;24000;146370;IVA;19;Se adjunta cotización detallada, las marcas y fotos son referenciales, teniendo en cuenta que su equivalente o similar son de igual calidad, puesto todo sobre piso servicio, sin costos adicionales. Plazo de entrega 10 dias.-;Se adjunta cotización detallada, las marcas y fotos son referenciales, teniendo en cuenta que su equivalente o similar son de igual calidad, puesto todo sobre piso servicio, sin costos adicionales. Plazo de entrega 10 dias.-;568642119;1293359;1878703;;5
