CodigoCompraAgil;RutProveedor;RazonSocial;EsEMT;EstadoCotizacionID;JustificacionInadmisibilidad;ProveedorSeleccionado;EstadoPorComprador;IDOrdenCompra;FechaCreacion;FechaVigencia;ValorNeto;TotalImpuesto;MontoDespacho;MontoTotal;NombreImpuesto;PorcentajeImpuesto;DescripcionCotizacion;Descripcion;IDCotizacion;CodigoSucursalEmpresa;CodigoEmpresa;Activo;TotalProductosCotizados
1057532-44-COT25;77.192.195-7;SIIM DISTRIBUIDORA DE MATERIALES Y EQUIPOS SPA;1;2;;1;12;52126281;2025-01-31T09:06:50.610Z;2025-03-02T08:55:22Z;311777;59237.63;0;371014;IVA;19;Estimado Bastian, te adjunto cotización según requerimientos técnicos. Despacho SIN COSTO de 1 a 3 días hábiles desde la aceptación de la OC. Ejecutivo comercial: JOHANA BRITO. jbrito@siim.cl / +56 9 5668 0005.;Estimado Bastian, te adjunto cotización según requerimientos técnicos. Despacho SIN COSTO de 1 a 3 días hábiles desde la aceptación de la OC. Ejecutivo comercial: JOHANA BRITO. jbrito@siim.cl / +56 9 5668 0005.;564590766;1167071;1756008;1;3
1057532-44-COT25;76.576.352-5;SINERGIA TRADE CHILE SPA;1;2;;0;;;2025-01-31T13:46:06.963Z;2025-03-02T12:58:14Z;385620;73267.8;0;458887;IVA;19;Estimada/o le adjunto cotización de los productos solicitados en su totalidad con entrega en 10 días hábiles, el envío está incluido cualquier duda puede contactarnos al +56 9 4003 9473 sinergia@cosmeticaval.cl Karen Lobos;Estimada/o le adjunto cotización de los productos solicitados en su totalidad con entrega en 10 días hábiles, el envío está incluido cualquier duda puede contactarnos al +56 9 4003 9473 sinergia@cosmeticaval.cl Karen Lobos;564598305;952100;1544964;;3
1057532-44-COT25;76.739.523-K;FARMANOSTICA SPA;1;2;;0;;;2025-01-31T09:50:30.980Z;2025-03-02T09:33:13Z;413600;78584;0;492184;IVA;19;DESPACHO EN 3-4 DIAS HABILES UNA VEZ ACEPTADA LA OC, CONSULTAS: JORGELA MEJIAS, 928988996, J.MEJIAS@FARMANOSTICA.CL SE COTIZA TODO LO SOLICITADO RESPETANDO CANTIDADES. TODOS LOS INSUMOS ESTAN POR SOBRE LOS 12 MESES PARA VENCIMIENTO,;DESPACHO EN 3-4 DIAS HABILES UNA VEZ ACEPTADA LA OC, CONSULTAS: JORGELA MEJIAS, 928988996, J.MEJIAS@FARMANOSTICA.CL SE COTIZA TODO LO SOLICITADO RESPETANDO CANTIDADES. TODOS LOS INSUMOS ESTAN POR SOBRE LOS 12 MESES PARA VENCIMIENTO,;564591966;1133708;1723707;;3
1057532-44-COT25;76.739.523-K;FARMANOSTICA SPA;1;2;;0;;;2025-01-31T09:58:27Z;2025-03-02T09:33:13Z;413600;78584;0;492184;IVA;19;DESPACHO EN 3-4 DIAS HABILES UNA VEZ ACEPTADA LA OC, CONSULTAS: JORGELA MEJIAS, 928988996, J.MEJIAS@FARMANOSTICA.CL SE COTIZA TODO LO SOLICITADO RESPETANDO CANTIDADES. TODOS LOS INSUMOS ESTAN POR SOBRE LOS 12 MESES PARA VENCIMIENTO,;DESPACHO EN 3-4 DIAS HABILES UNA VEZ ACEPTADA LA OC, CONSULTAS: JORGELA MEJIAS, 928988996, J.MEJIAS@FARMANOSTICA.CL SE COTIZA TODO LO SOLICITADO RESPETANDO CANTIDADES. TODOS LOS INSUMOS ESTAN POR SOBRE LOS 12 MESES PARA VENCIMIENTO,;564592230;1133708;1723707;;3
1057532-44-COT25;77.025.316-0;INGENIERIA, SOPORTE Y CADENA DE SUMINISTRO SPA;1;2;;0;;;2025-01-31T13:38:08.620Z;2025-03-02T13:29:55Z;445100;84569;0;529669;IVA;19;Se adjunta cotización formal y ficha técnica. Despacho sin costo SIN MONTO MINIMO DE FACTURACION, ENTREGA EN  5 DIAS, Stock disponible. Atte ENSUS CHILE SPA keili.lara@ensus.cl +56944613813 VENCIMIENTO SUPERIOR A 12 MESES.;Se adjunta cotización formal y ficha técnica. Despacho sin costo SIN MONTO MINIMO DE FACTURACION, ENTREGA EN  5 DIAS, Stock disponible. Atte ENSUS CHILE SPA keili.lara@ensus.cl +56944613813 VENCIMIENTO SUPERIOR A 12 MESES.;564598188;1170876;1681045;;3
1057532-44-COT25;77.187.331-6;IMPORTADORA Y COMERCIALIZADORA AILLON Y SIERRA SPA;1;2;;0;;;2025-01-31T11:40:00.107Z;2025-03-02T11:42:56Z;453000;86070;38000;539070;IVA;19;ENVIO 3 DIAS HABILES PREVIA CONFIRMACION OC ,SANDRA PACHECO ,939250976,CONTABILIDAD@ASPRTOEX.CL SALUDOS;ENVIO 3 DIAS HABILES PREVIA CONFIRMACION OC ,SANDRA PACHECO ,939250976,CONTABILIDAD@ASPRTOEX.CL SALUDOS;564595287;1147674;1737242;;3
1057532-44-COT25;76.514.913-4;COMERCIALIZADORA DIMED LIMITADA;1;2;;0;;;2025-01-31T10:42:30.850Z;2025-03-02T10:23:10Z;455000;86450;0;541450;IVA;19;Estimados Nuestros Productos son de Alta Calidad. Despachamos en 48 horas por Starken una vez llegada la Orden de Compra.  Contacto: Edison Medel +56950651843 ventas@cdimed.cl;Estimados Nuestros Productos son de Alta Calidad. Despachamos en 48 horas por Starken una vez llegada la Orden de Compra.  Contacto: Edison Medel +56950651843 ventas@cdimed.cl;564593512;867215;1462565;;3
1057532-44-COT25;78.014.528-5;MATROMED SPA;1;2;;0;;;2025-01-31T15:21:00.873Z;2025-03-02T15:14:30Z;465000;88350;0;553350;IVA;19;ENTREGA 2 DIAS;ENTREGA 2 DIAS;564599960;1404561;1986916;;3
1057532-44-COT25;77.708.818-1;DUOMEDICAL SPA;1;2;;0;;;2025-01-31T10:12:49.073Z;2025-03-02T09:37:26Z;485120;92172.8;0;577292;IVA;19;Estimado, adjunto la cotización según requerimientos técnicos. Despacho SIN COSTO de 1 a 4 días hábiles desde la aceptación de la Orden de Compra. GARANTÍA por defecto de fábrica. Dudas al +56 985776427;Estimado, adjunto la cotización según requerimientos técnicos. Despacho SIN COSTO de 1 a 4 días hábiles desde la aceptación de la Orden de Compra. GARANTÍA por defecto de fábrica. Dudas al +56 985776427;564592645;1280152;1865711;;3
1057532-44-COT25;78.027.120-5;DISTRIBUIDORA DE PRODUCTOS DE LABORATORIO DIPROLAB LIMITADA;1;2;;0;;;2025-01-31T16:14:22.903Z;2025-03-02T16:13:54Z;553295;105126.05;0;658421;IVA;19;ITEM1PINZA KELLY RECTA 14 CM AROMA/ ITEM2PINZA KELLY CURVA 14 CM AROMA/ ITEM3 BOMBA DE ASPIRACION MANUAL YUWELL 7B-1/ CONTACTO KAREN CRUZ  412620730 +56-996394108 CHILECOMPRA@DIPROLAB.CL - EMPRESA CON CERTIFICACION ISO 9001–13485- TRAZABILIDAD N°226 MV;ITEM1PINZA KELLY RECTA 14 CM AROMA/ ITEM2PINZA KELLY CURVA 14 CM AROMA/ ITEM3 BOMBA DE ASPIRACION MANUAL YUWELL 7B-1/ CONTACTO KAREN CRUZ  412620730 +56-996394108 CHILECOMPRA@DIPROLAB.CL - EMPRESA CON CERTIFICACION ISO 9001–13485- TRAZABILIDAD N°226 MV;564601135;40170;39563;;3
