CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-67-LE25;1;53102702;53102700;Ropa, maletas y productos de aseo personal / Ropa / Uniformes;Uniformes varios;Set Vestuario Clínico;Unidad;1.0;;;0.0;0.0
1057532-67-LE25;2;53102702;53102700;Ropa, maletas y productos de aseo personal / Ropa / Uniformes;Uniformes varios;Pantalón cargo Color Gris;Unidad;152.0;76.051.595-7;FERNANDO PATRICIO IRIGOIN BIDEGAIN EMPRESA INDIVIDUAL DE RESPONSABILID;20500.0;152.0
1057532-67-LE25;3;53102702;53102700;Ropa, maletas y productos de aseo personal / Ropa / Uniformes;Uniformes varios;Pantalón de Cocina Color Blanco;Unidad;51.0;;;0.0;0.0
1057922-44-R125;1;24131501;24131500;Equipamiento para manejo y estiba de materiales / Refrigeración industrial / Refrigeradores industriales;Refrigerador y congelador combinado;Congelador Doméstico;Unidad;1.0;;;0.0;0.0
1057922-44-R125;2;24131501;24131500;Equipamiento para manejo y estiba de materiales / Refrigeración industrial / Refrigeradores industriales;Refrigerador y congelador combinado;Freezer;Unidad;1.0;;;0.0;0.0
1057922-44-R125;3;24131501;24131500;Equipamiento para manejo y estiba de materiales / Refrigeración industrial / Refrigeradores industriales;Refrigerador y congelador combinado;Frigobar;Unidad;2.0;;;0.0;0.0
1057922-44-R125;4;52141523;52141500;Muebles, accesorios, electrodomésticos y productos electrónicos / Aparatos electrodomésticos / Electrodomésticos para cocina;Hervidores y teteras;Hervidor Eléctrico 2L;Unidad;3.0;;;0.0;0.0
1057922-44-R125;5;52141519;52141500;Muebles, accesorios, electrodomésticos y productos electrónicos / Aparatos electrodomésticos / Electrodomésticos para cocina;Hornos de convección domésticos;Horno Eléctrico;Unidad;2.0;;;0.0;0.0
1057922-44-R125;6;47111502;47111500;Equipos y suministros de limpieza / Equipo industrial de lavandería y limpieza en seco / Equipos de lavado y secado;Lavadoras tipo lavandería;Lavadora;Unidad;1.0;;;0.0;0.0
1057922-44-R125;7;52141502;52141500;Muebles, accesorios, electrodomésticos y productos electrónicos / Aparatos electrodomésticos / Electrodomésticos para cocina;Hornos microondas domésticos;Microondas;Unidad;1.0;77.597.711-6;SOCIEDAD COMERCIAL ROYAL SPA;150199.0;1.0
1057922-44-R125;8;24131501;24131500;Equipamiento para manejo y estiba de materiales / Refrigeración industrial / Refrigeradores industriales;Refrigerador y congelador combinado;Refrigerador;Unidad;1.0;;;0.0;0.0
1057922-44-R125;9;24131501;24131500;Equipamiento para manejo y estiba de materiales / Refrigeración industrial / Refrigeradores industriales;Refrigerador y congelador combinado;Refrigerador 120 Lts;Unidad;1.0;;;0.0;0.0
1057922-44-R125;10;24131501;24131500;Equipamiento para manejo y estiba de materiales / Refrigeración industrial / Refrigeradores industriales;Refrigerador y congelador combinado;Refrigerador Doméstico;Unidad;1.0;;;0.0;0.0
1057922-44-R125;11;24131501;24131500;Equipamiento para manejo y estiba de materiales / Refrigeración industrial / Refrigeradores industriales;Refrigerador y congelador combinado;Refrigerador mediano;Unidad;3.0;;;0.0;0.0
1057922-44-R125;12;52161505;52161500;Muebles, accesorios, electrodomésticos y productos electrónicos / Equipos y accesorios audiovisuales / Equipos audiovisuales y de electrónica menor;Televisores convencionales, de plasma y LCD;"Televisor 43""";Unidad;6.0;;;0.0;0.0
1057922-44-R125;13;52161505;52161500;Muebles, accesorios, electrodomésticos y productos electrónicos / Equipos y accesorios audiovisuales / Equipos audiovisuales y de electrónica menor;Televisores convencionales, de plasma y LCD;"Televisor 50""";Unidad;10.0;;;0.0;0.0
1057922-44-R125;14;52141523;52141500;Muebles, accesorios, electrodomésticos y productos electrónicos / Aparatos electrodomésticos / Electrodomésticos para cocina;Hervidores y teteras;Termohervidor;Unidad;3.0;;;0.0;0.0
1057922-44-R125;15;52141523;52141500;Muebles, accesorios, electrodomésticos y productos electrónicos / Aparatos electrodomésticos / Electrodomésticos para cocina;Hervidores y teteras;Termohervidor básico;Unidad;1.0;77.597.711-6;SOCIEDAD COMERCIAL ROYAL SPA;75094.0;1.0
1057532-103-LE25;1;42211504;42211500;Equipamiento y suministros médicos / Ayuda para personas con discapacidad / Artículos de ayuda para desplazamiento de discapacitados;Ayudas para estar de pie;Bastón Codera Fija talla M (Geriátrico);Unidad;326.0;59.106.780-k;GLOBAL HEALTHCARE CHILE L P OFICINA DE REPRESENTACION EN CHILE;5882.0;326.0
1057532-103-LE25;2;42192210;42192200;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;Sillas de ruedas;Sillas de Ruedas estándar Rurales;Unidad;171.0;59.106.780-k;GLOBAL HEALTHCARE CHILE L P OFICINA DE REPRESENTACION EN CHILE;135800.0;171.0
1057532-75-LP25;1;43211507;43211500;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;Computadores de escritorio;ARRIENDO DE 159 EQUIPOS COMPUTACIONALES AIO CON PLATAFORMA DE SEGUIMIENTO DE REQUERIMIENTOS PARA ESTABLECIMIENTOS DEPENDIENTES DE LA DIRECCIÓN DE SERVICIO DE SALUD OSORNO, POR 36 MESES;Unidad;159.0;;;0.0;0.0
