CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-83-L121;1;42291614;42291600;Equipamiento y suministros médicos / Productos quirúrgicos / Instrumentos quirúrgicos de corte, trampas y productos relacionados;Tijeras quirúrgicas;TIJERA BRUNS PARA CORTAR YESO;Unidad;15.0;;;0.0;0.0
1057532-83-L121;2;60121902;60121900;Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Equipos de arte y manualidades, accesorios y suministros / Materiales y suministros para decoración de telas y arte textil;Fieltro;FIELTROS;Lámina;500.0;;;0.0;0.0
1057532-83-L121;3;60121902;60121900;Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Equipos de arte y manualidades, accesorios y suministros / Materiales y suministros para decoración de telas y arte textil;Fieltro;FIELTROS;Lámina;400.0;;;0.0;0.0
1057532-75-LE21;1;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;TUBOS CLOBETASOL 0,05% CREMA TOPICA;Unidad;450.0;76.669.630-9;OPKO CHILE S.A.;455.0;450.0
1057532-75-LE21;2;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;TUBOS ADAPALENO 0,1% GEL;Unidad;300.0;76.389.383-9;DROGUERIA GLOBAL PHARMA SPA;1990.0;300.0
1057532-75-LE21;3;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;TUBOS METRONIDAZOL 0,75% GEL;Unidad;200.0;76.956.140-4;ETHON PHARMACEUTICALS  COMERCIALIZADORA  IMP EXP Y DIST SPA;3300.0;200.0
1057532-75-LE21;4;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;TUBOS HIDROCORTISONA 1% CREMA;Unidad;100.0;76.830.090-9;FARMACEUTICA CARIBEAN SPA;1799.0;100.0
1057532-75-LE21;5;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;TERBINAFINA 250 MG COMRPIMIDOS;Unidad;2500.0;91.575.000-1;SOCOFAR S.A.;125.0;2500.0
1057532-75-LE21;6;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;DOXICICLINA 100MG CAPSULA;Unidad;3000.0;76.669.630-9;OPKO CHILE S.A.;184.0;3000.0
1057532-75-LE21;7;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;ACICLOVIR 400 MG COMPRIMIDOS;Unidad;200.0;76.956.140-4;ETHON PHARMACEUTICALS  COMERCIALIZADORA  IMP EXP Y DIST SPA;62.1;200.0
1057532-75-LE21;8;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;KETOCONAZOL 2% SHAMPOO;Frasco;70.0;76.830.090-9;FARMACEUTICA CARIBEAN SPA;5506.0;70.0
1057532-75-LE21;9;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;POTES NOVO BASE II POTE 1KG;Unidad;15.0;;;0.0;0.0
1057532-75-LE21;10;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;AC. SALICILICO 16,7% + AC. LACTICO 16,7% (14 ML).;Frasco;20.0;76.830.090-9;FARMACEUTICA CARIBEAN SPA;13864.0;20.0
1057922-63-L121;1;56121508;56121500;Muebles y mobiliario / Mobiliario y accesorios institucional, escolar y educativo / Mobiliario general de aula;Estaciones de trabajo para computadores;ESTACION DE TRABAJO CON CAJONERAS;Unidad;3.0;96.891.420-0;TAZ S A;693152.0;3.0
1057922-63-L121;2;56101504;56101500;Muebles y mobiliario / Muebles de alojamiento / Muebles;Sillas;SILLA ERGONOMICA;Unidad;6.0;96.891.420-0;TAZ S A;180198.0;6.0
1057922-63-L121;3;56101702;56101700;Muebles y mobiliario / Muebles de alojamiento / Muebles de oficina;Gabinetes de archivos o accesorios;GABINETE 4 PUERTAS ABATIBLE;Unidad;3.0;96.891.420-0;TAZ S A;394411.0;3.0
1057532-83-L121;1;42291614;42291600;Equipamiento y suministros médicos / Productos quirúrgicos / Instrumentos quirúrgicos de corte, trampas y productos relacionados;Tijeras quirúrgicas;TIJERA BRUNS PARA CORTAR YESO;Unidad;15.0;;;0.0;0.0
1057532-83-L121;2;60121902;60121900;Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Equipos de arte y manualidades, accesorios y suministros / Materiales y suministros para decoración de telas y arte textil;Fieltro;FIELTROS;Lámina;500.0;;;0.0;0.0
