CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057922-6-L120;1;42291609;42291600;Equipamiento y suministros médicos / Productos quirúrgicos / Instrumentos quirúrgicos de corte, trampas y productos relacionados;Pinzas quirúrgicas;1 SET DE PINZAS PARA COLECISTECTOMÍA;Pack;1.0;76.712.102-4;SUPMED SPA;687000.0;1.0
1057976-8-LR20;1;72131702;72131700;Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras;Construcción de obras civiles;Construcción Centro Diálisis, Purranque.;Unidad;1.0;;;0.0;0.0
1057532-59-LE20;1;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;AMLODIPINO 5MG;Comprimido;15000.0;76.175.092-5;ASCEND LABORATORIES SPA;7.3;15000.0
1057532-59-LE20;2;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;AMLODIPINO 10 MG;Comprimido;2000.0;91.575.000-1;SOCOFAR S.A.;9.15;2000.0
1057532-59-LE20;3;51121710;51121700;Medicamentos y productos farmacéuticos / Medicamentos cardiovasculares / Medicamentos antihipertensivos;Losartan potásico;LOSARTAN 50 MG;Comprimido;80000.0;76.175.092-5;ASCEND LABORATORIES SPA;14.9;80000.0
1057532-59-LE20;4;51181517;51181500;Medicamentos y productos farmacéuticos / Hormonas y antagonistas hormonales / Agentes antidiabéticos y agentes hiperglicémicos;Clorhidrato de metformina;LIBERACION PROLONGADA METFORMINA 1 GR LP;Comprimido;30000.0;76.237.266-5;LABORATORIOS ANDROMACO S.A.;124.0;30000.0
1057532-59-LE20;5;51121818;51121800;Medicamentos y productos farmacéuticos / Medicamentos cardiovasculares / Agentes antihiperlipidémicos / hipocolesterolémicos;Atorvastatina;ATORVASTATINA 20 MG;Comprimido;40000.0;76.099.325-5;MEDINOVA LIMITADA;11.5;40000.0
1057532-59-LE20;6;51121709;51121700;Medicamentos y productos farmacéuticos / Medicamentos cardiovasculares / Medicamentos antihipertensivos;Carvedilol;CARVEDILOL 6,25;Comprimido;1100.0;76.786.297-0;ADN FARMACEUTICA SPA;21.5;1100.0
1057532-59-LE20;7;51121709;51121700;Medicamentos y productos farmacéuticos / Medicamentos cardiovasculares / Medicamentos antihipertensivos;Carvedilol;CARVEDILOL 12,5 MG;Comprimido;3000.0;91.637.000-8;LABORATORIOS RECALCINE SA;26.0;3000.0
1057532-59-LE20;8;53131613;53131600;Ropa, maletas y productos de aseo personal / Artículos de baño o tocador / Artículos de baño y cuerpo;Productos para el cuidado de la piel;ESPUMA LIMPIADORA DE PIEL: BLANCA Y COLUMINOSA QUE NO CONTENGA AGENTES COLORANTES, CON UNA CARGA MICROBIOTICA &lt,100 CFU/G SIN GERMENES PATOGENOS, CON UN PH 5,5-6,5 ENVASE DE ALUMINIO CON PULVERIZADOR DE POLIETILENO Y TAPON PROTECTOR.;Unidad;360.0;76.452.377-6;DISTRIBUIDORA DE ARTICULOS MEDICOS Y DENTALES JUAN ALBERTO MORA MUNOZ;21900.0;360.0
1057532-59-LE20;9;53131613;53131600;Ropa, maletas y productos de aseo personal / Artículos de baño o tocador / Artículos de baño y cuerpo;Productos para el cuidado de la piel;ESPUMA HIDRATANTE DE UREA AL 10% DE 125 ML: PARA PIELES SECAS Y MUY SECAS, IDEAL PARA PACIENTES CON PIE DIABETICO Y PARA PACIENTES CON INSUFICIENCIA VENOSA INCLUSO CON USO DE MEDIAS DE COMPRESION.;Unidad;150.0;;;0.0;0.0
1057532-59-LE20;10;53131613;53131600;Ropa, maletas y productos de aseo personal / Artículos de baño o tocador / Artículos de baño y cuerpo;Productos para el cuidado de la piel;ACEITE DE ACIDOS GRASOS ESENCIALES HIPEROXIGENADOS: CON UNA COMPOSICION POR GLICERIDOS DE ACIDOS GRASOS ASENCIALES HIPEROXIGENADOS (LINOLENICO, LINOLEICO- 60%, PALMITICO ESTEARICO), TOCOFEROL (VITAMINA E) EN 99% Y 1% FRAGANCIA DE ANIS.;Unidad;375.0;77.190.880-2;SOC IMPORTADORA OPTIVISION LIMITADA;8500.0;375.0
1057922-4-LE20;1;41103011;41103000;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo de enfriamiento para laboratorio;Refrigeradores o congeladores de uso general;Refrigerador Clínico 2 Compartimientos.;Unidad;1.0;85.110.100-4;IMAHE S A;4850000.0;1.0
