CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-89-L119;1;83101506;83101500;Servicios básicos y de información pública / Servicios básicos / Servicios relacionados con el agua;Servicios de tratamiento de agua;Desarrollo de Proyecto de Ingeniería de Detalle para la Habilitación del Sistema de Tratamiento de Agua Potable para El Hospital Pu Mülen De Quilacahuin.;Unidad;1.0;76.377.649-2;AGUASIN SPA;1500000.0;1.0
1057922-27-LE19;1;41115807;41115800;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Analizadores, accesorios y suministros clínicos y de diagnósticos;Analizadores químicos;AUTOMATIZADO DE INMUNOHISTOQUÍMICA;Unidad;1.0;82.999.400-3;ROCHE CHILE LIMITADA;24350000.0;1.0
1057922-19-LQ19;1;42295134;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;Sets suministros quirúrgicos generales o accesorios;CAJA QX EXTRACCIÓN DIU;Unidad;4.0;96.924.310-5;RUDOLF CHILE S A;690355.0;4.0
1057922-19-LQ19;2;42295134;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;Sets suministros quirúrgicos generales o accesorios;CAJA QX HALLUX VALGUS;Unidad;4.0;96.924.310-5;RUDOLF CHILE S A;1521733.0;4.0
1057922-19-LQ19;3;42295134;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;Sets suministros quirúrgicos generales o accesorios;CAJA QX INFANTIL;Unidad;6.0;96.924.310-5;RUDOLF CHILE S A;765637.0;6.0
1057922-19-LQ19;4;42295134;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;Sets suministros quirúrgicos generales o accesorios;CAJA QX LAPAROSCOPIA;Unidad;5.0;96.924.310-5;RUDOLF CHILE S A;9310255.0;5.0
1057922-19-LQ19;5;42295134;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;Sets suministros quirúrgicos generales o accesorios;CAJA QX MANO MUÑECA;Unidad;4.0;;;0.0;0.0
1057922-19-LQ19;6;42295134;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;Sets suministros quirúrgicos generales o accesorios;CAJA QX VARICES;Unidad;4.0;96.924.310-5;RUDOLF CHILE S A;3610616.0;4.0
1057922-19-LQ19;7;42295134;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;Sets suministros quirúrgicos generales o accesorios;INSTRUMENTAL QUIRÚRGICO VASCULAR;Unidad;2.0;96.924.310-5;RUDOLF CHILE S A;2504683.0;2.0
1057922-19-LQ19;8;42295134;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;Sets suministros quirúrgicos generales o accesorios;SET INSTRUMENTAL QX;Unidad;1.0;96.924.310-5;RUDOLF CHILE S A;13190614.0;1.0
1057922-24-LQ19;1;42272209;42272200;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Ventiladores y accesorios de presión mecánica positiva;Circuito de respiración o ventilador;VENTILADOR MECÁNICO;Unidad;2.0;76.033.880-k;DRAGER CHILE LIMITADA;25000000.0;2.0
1057922-24-LQ19;2;42272209;42272200;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Ventiladores y accesorios de presión mecánica positiva;Circuito de respiración o ventilador;VENTILADOR MECÁNICO DE TRANSPORTE;Unidad;2.0;76.033.880-k;DRAGER CHILE LIMITADA;9500000.0;2.0
