CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-27-LE20;1;51141531;51141500;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Anticonvulsivos;Ácido valproico;ACIDO VALPROICO 250 MG/5ML FC 120 ML JBE.;Unidad;20.0;;;0.0;0.0
1057532-27-LE20;2;51141531;51141500;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Anticonvulsivos;Ácido valproico;ACIDO VALPROICO CM 200 MG;Unidad;60000.0;;;0.0;0.0
1057532-27-LE20;3;51141531;51141500;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Anticonvulsivos;Ácido valproico;ACIDO VALPROICO CM 500 MG;Unidad;7000.0;;;0.0;0.0
1057532-27-LE20;4;51181805;51181800;Medicamentos y productos farmacéuticos / Hormonas y antagonistas hormonales / Estrógenos, progesteronas y anticonceptivos internos;Levonorgestrel;Anticonceptivo Levonogestrel 0.15mg / etinilestradiol 0.03 mg x 28 Comprimidos.;Comprimido;5000.0;;;0.0;0.0
1057532-27-LE20;5;51181805;51181800;Medicamentos y productos farmacéuticos / Hormonas y antagonistas hormonales / Estrógenos, progesteronas y anticonceptivos internos;Levonorgestrel;ANTICONCEPTIVO X 28 COM (LEVONORGESTREL 0.03 MG);Comprimido;4000.0;;;0.0;0.0
1057532-27-LE20;6;51161703;51161700;Medicamentos y productos farmacéuticos / Medicamentos para el tracto respiratorio / Medicamentos para alteraciones del tracto respiratorio;Budesonida;BUDESONIDA 200 MCG INH;Unidad;2000.0;;;0.0;0.0
1057532-27-LE20;7;51141513;51141500;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Anticonvulsivos;Carbamazepina;CARBAMAZEPINA CM 200 MG;Unidad;30000.0;;;0.0;0.0
1057532-27-LE20;8;51141513;51141500;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Anticonvulsivos;Carbamazepina;CARBAMAZEPINA CM 400 MG;Unidad;1000.0;;;0.0;0.0
1057532-27-LE20;9;51142131;51142100;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Fármacos antiinflamatorios no esteroideos (NSAID);Celecoxib;CELECOXIB CM 200 MG;Unidad;70000.0;;;0.0;0.0
1057532-27-LE20;10;51161633;51161600;Medicamentos y productos farmacéuticos / Medicamentos para el tracto respiratorio / Antihistamínicos o bloqueadores H2;Desloratadina;DESLORATADINA CM 5 MG;Unidad;60000.0;;;0.0;0.0
1057532-27-LE20;11;51141507;51141500;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Anticonvulsivos;Fenitoina;FENITOINA CM 100 MG;Unidad;40000.0;;;0.0;0.0
1057532-27-LE20;12;51181722;51181700;Medicamentos y productos farmacéuticos / Hormonas y antagonistas hormonales / Corticosteroides;Fluticasona;FLUTICASONA/SALMETEROL 250/25MCG;Unidad;3000.0;;;0.0;0.0
