CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-78-LQ21;1;85122201;85122200;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales;Exámenes médicos;CONVENIO DE PRESTACIÓN DE SERVICIO DE ELECTROCARDIOGRAFÍA A DISTANCIA Y ARRIENDO DE ELECTROCARDIÓGRAFOS PARA 24 ESTABLECIMIENTOS DE LA RED ASISTENCIAL PRIMARIA DE LA PROVINCIA DE OSORNO;Unidad;1.0;;;0.0;0.0
1057532-68-LE21;1;41115603;41115600;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos y accesorios para mediciones electroquímicas;Medidores de PH;MEDIDOR DE pH (0,0 a 14,0 pH);Unidad;6.0;78.972.190-4;HANNA INSTRUMENTS EQUIPOS LIMITADA;45804.0;6.0
1057532-68-LE21;2;41113319;41113300;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Analizadores de líquidos, sólidos y otros elementos;Analizadores de agua;CONDUCTÍMETRO (0,00-99,9 uS/cm);Unidad;5.0;78.972.190-4;HANNA INSTRUMENTS EQUIPOS LIMITADA;69164.0;5.0
1057532-68-LE21;3;41116105;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;Reactivos o soluciones químicos;SOLUCIÓN CONDUCTIVIDAD 84 uS/cm (500 ml);Unidad;15.0;78.972.190-4;HANNA INSTRUMENTS EQUIPOS LIMITADA;17535.0;15.0
1057532-68-LE21;4;41113319;41113300;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Analizadores de líquidos, sólidos y otros elementos;Analizadores de agua;CONDUCTÍMETRO (0,00-19,99 mS/cm);Unidad;6.0;78.972.190-4;HANNA INSTRUMENTS EQUIPOS LIMITADA;56439.0;6.0
1057532-68-LE21;5;41116105;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;Reactivos o soluciones químicos;SOLUCIÓN CONDUCTIVIDAD 12.880 uS/cm (500 ml);Unidad;18.0;78.972.190-4;HANNA INSTRUMENTS EQUIPOS LIMITADA;26351.0;18.0
1057532-68-LE21;6;41116105;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;Reactivos o soluciones químicos;SOLUCIÓN DE pH 7,01 (500 ml);Unidad;18.0;78.972.190-4;HANNA INSTRUMENTS EQUIPOS LIMITADA;8808.0;18.0
1057532-68-LE21;7;41116105;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;Reactivos o soluciones químicos;SOLUCIÓN DE LIMPIEZA ELECTRODOS (500 ml);Unidad;18.0;78.972.190-4;HANNA INSTRUMENTS EQUIPOS LIMITADA;19534.0;18.0
1057532-68-LE21;8;41116105;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;Reactivos o soluciones químicos;SOLUCIÓN DE ALMACENAMIENTO (500 ml);Unidad;18.0;78.972.190-4;HANNA INSTRUMENTS EQUIPOS LIMITADA;17535.0;18.0
1057532-68-LE21;9;47101516;47101500;Equipos y suministros de limpieza / Tratamiento, suministros y eliminación de agua y aguas residuales / Equipos para el tratamiento y suministro de agua;Turbidímetros;MEDIDOR DE TURBIEDAD (0-200 NTU) 200 DETERMINACIONES;Unidad;6.0;;;0.0;0.0
1057532-68-LE21;10;41114611;41114600;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos de medición para metales, metalurgia y materiales estructurales;Verificación de dureza;KIT DE DUREZA (0-150 mg/L) 200 DETERMINACIONES;Unidad;24.0;78.972.190-4;HANNA INSTRUMENTS EQUIPOS LIMITADA;9808.0;24.0
