CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-52-L121;1;47131803;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Desinfectantes domésticos;SHAMPOO DE AUTO 1 LITRO;Unidad;75.0;;;0.0;0.0
1057532-52-L121;2;53131606;53131600;Ropa, maletas y productos de aseo personal / Artículos de baño o tocador / Artículos de baño y cuerpo;Desodorantes;DESODORANTE AMBIENTAL PARA AUTO;Unidad;75.0;;;0.0;0.0
1057532-52-L121;3;47131806;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Barniz o ceras de muebles;LUSTRAMUEBLES 250 CC / UNIDADES;Unidad;75.0;;;0.0;0.0
1057532-52-L121;4;47131803;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Desinfectantes domésticos;CLORO GEL ENVASE 1 LTS;Unidad;250.0;;;0.0;0.0
1057532-52-L121;5;47131803;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Desinfectantes domésticos;PASTILLA PARA ESTANQUE PARA INODOROS;Unidad;500.0;;;0.0;0.0
1057532-52-L121;6;47131803;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Desinfectantes domésticos;Limpiador Crema Desinfectante Ultra Higiene 750 ml;Unidad;250.0;;;0.0;0.0
1057532-52-L121;7;47131803;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Desinfectantes domésticos;LIMPIA VIDRIOS 500 CC;Unidad;75.0;;;0.0;0.0
1057532-52-L121;8;47131502;47131500;Equipos y suministros de limpieza / Suministros de limpieza / Trapos y paños de limpieza;Paños de limpieza;PAÑO MICROFIBRA VERDE;Unidad;200.0;;;0.0;0.0
1057532-52-L121;9;47131502;47131500;Equipos y suministros de limpieza / Suministros de limpieza / Trapos y paños de limpieza;Paños de limpieza;PAÑO MICRO FIBRA ROJO;Unidad;200.0;;;0.0;0.0
1057532-52-L121;10;47131502;47131500;Equipos y suministros de limpieza / Suministros de limpieza / Trapos y paños de limpieza;Paños de limpieza;PAÑOS AMARILLO MULTIUSO PARA COCINA;Unidad;200.0;;;0.0;0.0
1057532-40-L121;1;42291701;42291700;Equipamiento y suministros médicos / Productos quirúrgicos / Taladros quirúrgicos de mano, escariadores, instrumentos de punzonar, accesorios y productos relacionados;Taladros quirúrgicos de mano o rotatorios, o kits de taladros o accesorios;EQUIPOS ROTATORIOS ODONTOLOGICOS;Kit;4.0;79.595.850-9;DENTAL LAVAL LIMITADA;463694.0;4.0
