CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-42-L121;1;47131803;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Desinfectantes domésticos;SHAMPOO DE AUTO 1 LITRO;Frasco;48.0;;;0.0;0.0
1057532-42-L121;2;53131606;53131600;Ropa, maletas y productos de aseo personal / Artículos de baño o tocador / Artículos de baño y cuerpo;Desodorantes;DESODORANTE AMBIENTAL PARA AUTO;Unidad;72.0;;;0.0;0.0
1057532-42-L121;3;47131806;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Barniz o ceras de muebles;LUSTRAMUEBLES 250 CC / UNIDADES;Unidad;72.0;;;0.0;0.0
1057532-42-L121;4;47131803;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Desinfectantes domésticos;CLORO GEL ENVASE 1 LTS;Unidad;240.0;;;0.0;0.0
1057532-42-L121;5;47131803;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Desinfectantes domésticos;PASTILLA PARA ESTANQUE PARA INODOROS AZUL;Unidad;600.0;;;0.0;0.0
1057532-42-L121;7;47131803;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Desinfectantes domésticos;Limpiador Crema Desinfectante con Cloro Ultra Higiene 750 ml;Unidad;180.0;;;0.0;0.0
1057532-42-L121;8;47131803;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;Desinfectantes domésticos;LIMPIA VIDRIOS 500 CC;Unidad;90.0;;;0.0;0.0
1057532-42-L121;10;47131502;47131500;Equipos y suministros de limpieza / Suministros de limpieza / Trapos y paños de limpieza;Paños de limpieza;PAÑOS AMARILLO MULTIUSO PARA COCINA;Unidad;240.0;;;0.0;0.0
1057532-42-L121;11;47131502;47131500;Equipos y suministros de limpieza / Suministros de limpieza / Trapos y paños de limpieza;Paños de limpieza;PAÑO MICRO FIBRA ROJO;Unidad;210.0;;;0.0;0.0
1057532-42-L121;12;47131502;47131500;Equipos y suministros de limpieza / Suministros de limpieza / Trapos y paños de limpieza;Paños de limpieza;PAÑO MICRO FIBRA VERDE.;Unidad;210.0;;;0.0;0.0
1057532-43-L121;1;42311513;42311500;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;Vendaje de gel;Pomo 30 gramos en formato gel (Hidrogel Hialurónico);Gramo;150.0;91.575.000-1;SOCOFAR S.A.;2587.0;150.0
1057976-12-LQ21;1;72131702;72131700;Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras;Construcción de obras civiles;Efectuar la conservación general de la infraestructura interior y exterior, y otros según FSC N°27_22.06.2021;Unidad;1.0;76.295.583-0;INGENIERIA Y CONSTRUCCION STANDARHOUSE LIMITADA;89839564.0;1.0
