CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-36-L126;1;42312312;42312300;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;Bandejas de cuidado o limpieza cutáneos;Riñones estériles desechables;Unidad;1000.0;;;0.0;0.0
1057532-36-L126;2;42142609;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;Jeringas médicas con aguja;Jeringa de 20cc con aguja  21x1 1/2 luer lock;Unidad;200.0;;;0.0;0.0
1057532-36-L126;3;42142609;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;Jeringas médicas con aguja;Jeringa de 3cc con aguja  21x1 1/2 luer lock;Unidad;700.0;;;0.0;0.0
1057532-36-L126;4;42142609;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;Jeringas médicas con aguja;Jeringa de 5 cc con aguja 21x1 1/2 luer lock;Unidad;600.0;;;0.0;0.0
1057532-36-L126;5;42142609;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;Jeringas médicas con aguja;Jeringa de 10 cc con aguja 21x1 1/2 luer lock;Unidad;1000.0;;;0.0;0.0
1057532-36-L126;6;51102710;51102700;Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antisépticos;Antisépticos basados en alcohol o acetona;Toallitas antisépticas (con alcohol isopropilico al 70%);Unidad;3000.0;;;0.0;0.0
1057532-36-L126;8;41116205;41116200;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Suministros y equipos para tratamiento de enfermos;Kits de exámenes rápidos;Test kit screening multidrogas mínimo 4 drogas ( cocaína, marihuana, benzodiazepina y THC) en orina;Unidad;150.0;;;0.0;0.0
1057532-36-L126;9;42142523;42142500;Equipamiento y suministros médicos / Suministros y productos clínicos / Agujas clínicas;Agujas hipodérmicas;Aguja 21 G x 1 1/2;Unidad;600.0;;;0.0;0.0
1057532-36-L126;10;42142523;42142500;Equipamiento y suministros médicos / Suministros y productos clínicos / Agujas clínicas;Agujas hipodérmicas;Aguja 19 G x 1;Unidad;600.0;;;0.0;0.0
1057532-36-L126;11;42142523;42142500;Equipamiento y suministros médicos / Suministros y productos clínicos / Agujas clínicas;Agujas hipodérmicas;Aguja 21 G x 1;Unidad;1200.0;;;0.0;0.0
1057532-36-L126;12;42142507;42142500;Equipamiento y suministros médicos / Suministros y productos clínicos / Agujas clínicas;Agujas mariposa;Scalp N°23G X3/4;Unidad;600.0;;;0.0;0.0
1057532-36-L126;13;51102710;51102700;Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antisépticos;Antisépticos basados en alcohol o acetona;Alcohol al 70% frasco de 1lt;Litro;12.0;;;0.0;0.0
1057532-36-L126;14;14111537;14111500;Productos de papel / Productos de papel / Papel de imprenta y escritura;Papel de etiquetas;Etiquetas adhesivas térmicas 30x50 mm  (1500 etiquetas).;Rollo;4.0;;;0.0;0.0
1057532-36-L126;15;42141504;42141500;Equipamiento y suministros médicos / Suministros y productos clínicos / Torundas de algodón y aplicadoras de algodón;Aplicadores o absorbentes médicos;Torulas de algodón ( (100 unidades 0,5 grs);Bolsa;6.0;;;0.0;0.0
1057532-36-L126;16;42311708;42311700;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Cintas adhesivas médicas y quirúrgicas y productos relacionados;Cintas adhesivas médicas y quirúrgicas para el uso general;Tela Blanca Adhesiva Micropore ( rollo más dispensador): 2,5 cm x 9 mt. .;Unidad;12.0;;;0.0;0.0
1057532-36-L126;17;42311708;42311700;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Cintas adhesivas médicas y quirúrgicas y productos relacionados;Cintas adhesivas médicas y quirúrgicas para el uso general;Parche curita adhesivo redondo.;Unidad;1500.0;;;0.0;0.0
1057532-36-L126;18;42142507;42142500;Equipamiento y suministros médicos / Suministros y productos clínicos / Agujas clínicas;Agujas mariposa;Scalp N°25G X 3/4;Unidad;600.0;;;0.0;0.0
1057922-11-LE26;1;42181904;42181900;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de control de cuidado intenso y productos relacionados;Unidades de transporte o de señales vitales móviles de multiparámetro o accesorios;Set Termo Vacuna;Kit;1.0;;;0.0;0.0
1057922-11-LE26;2;42192207;42192200;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;Camillas de paciente o accesorios de camilla;Camilla Rehabilitación;Unidad;2.0;78.322.700-2;COMERCIALIZADORA DOCTOR S CHOICE SPA;3010733.0;2.0
